 Hour_year       Day          Hour         G_on         G_o          decl      w_sunset    w_sunrise        w       Light_hours   Theta_zeta    Gamma_s     Theta_t      Theta_l    Theta_i      f_end         
           1           1           0      1412.1      -763.4       -23.0       106.0      -106.0      -167.5        14.1       122.7       122.7       -13.7       -13.7        20.2       -56.5        54.8
           2           1           1      1412.1      -666.1       -23.0       106.0      -106.0      -152.5        14.1       118.1       118.1       -28.8       -28.8        42.0       -58.6        50.6
           3           1           2      1412.1      -502.9       -23.0       106.0      -106.0      -137.5        14.1       110.9       110.9       -41.7       -41.7        60.2       -63.0        44.2
           4           1           3      1412.1      -284.9       -23.0       106.0      -106.0      -122.5        14.1       101.6       101.6       -52.4       -52.4        75.4       -71.3        36.7
           5           1           4      1412.1       -27.0       -23.0       106.0      -106.0      -107.5        14.1        91.1        91.1       -61.4       -61.4        88.8       -87.7        28.6
           6           1           5      1412.1       253.2       -23.0       106.0      -106.0       -92.5        14.1        79.7        79.7       -69.2       -69.2       -79.0        62.9        20.5
           7           1           6      1412.1       536.7       -23.0       106.0      -106.0       -77.5        14.1        67.7        67.7       -76.3       -76.3       -67.1        30.0        12.7
           8           1           7      1412.1       804.0       -23.0       106.0      -106.0       -62.5        14.1        55.3        55.3       -83.3       -83.3       -55.1         9.6         5.5
           9           1           8      1412.1      1037.1       -23.0       106.0      -106.0       -47.5        14.1        42.7        42.7       -90.9       -90.9       -42.7        -0.8        -0.6
          10           1           9      1412.1      1220.0       -23.0       106.0      -106.0       -32.5        14.1        30.2        30.2      -100.9      -100.9       -29.8        -6.3        -5.4
          11           1          10      1412.1      1340.3       -23.0       106.0      -106.0       -17.5        14.1        18.4        18.4      -118.5      -118.5       -16.3        -9.0        -8.6
          12           1          11      1412.1      1389.7       -23.0       106.0      -106.0        -2.5        14.1        10.2        10.2      -166.9      -166.9        -2.3       -10.0       -10.0
          13           1          12      1412.1      1364.9       -23.0       106.0      -106.0        12.5        14.1        14.9        14.9       129.0       129.0        11.6        -9.5        -9.3
          14           1          13      1412.1      1267.6       -23.0       106.0      -106.0        27.5        14.1        26.1        26.1       105.4       105.4        25.3        -7.4        -6.7
          15           1          14      1412.1      1104.4       -23.0       106.0      -106.0        42.5        14.1        38.5        38.5        93.8        93.8        38.5        -3.0        -2.4
          16           1          15      1412.1       886.4       -23.0       106.0      -106.0        57.5        14.1        51.1        51.1        85.7        85.7        51.0         5.3         3.4
          17           1          16      1412.1       628.5       -23.0       106.0      -106.0        72.5        14.1        63.6        63.6        78.6        78.6        63.1        21.7        10.2
          18           1          17      1412.1       348.3       -23.0       106.0      -106.0        87.5        14.1        75.7        75.7        71.6        71.6        75.0        51.1        17.8
          19           1          18      1412.1        64.8       -23.0       106.0      -106.0       102.5        14.1        87.4        87.4        64.1        64.1        87.1        84.0        25.9
          20           1          19      1412.1      -202.6       -23.0       106.0      -106.0       117.5        14.1        98.2        98.2        55.6        55.6       -80.0       -75.6        34.0
          21           1          20      1412.1      -435.6       -23.0       106.0      -106.0       132.5        14.1       108.0       108.0        45.5        45.5       -65.6       -65.2        41.8
          22           1          21      1412.1      -618.5       -23.0       106.0      -106.0       147.5        14.1       116.0       116.0        33.4        33.4       -48.5       -59.7        48.7
          23           1          22      1412.1      -738.8       -23.0       106.0      -106.0       162.5        14.1       121.5       121.5        19.0        19.0       -27.9       -57.0        53.7
          24           1          23      1412.1      -788.2       -23.0       106.0      -106.0       177.5        14.1       123.9       123.9         2.8         2.8        -4.1       -56.0        56.0
          25           2           0      1412.1      -765.1       -22.9       106.0      -106.0      -167.5        14.1       122.8       122.8       -13.7       -13.7        20.2       -56.4        54.7
          26           2           1      1412.1      -667.7       -22.9       106.0      -106.0      -152.5        14.1       118.2       118.2       -28.9       -28.9        42.0       -58.5        50.5
          27           2           2      1412.1      -504.4       -22.9       106.0      -106.0      -137.5        14.1       110.9       110.9       -41.8       -41.8        60.1       -62.9        44.2
          28           2           3      1412.1      -286.3       -22.9       106.0      -106.0      -122.5        14.1       101.7       101.7       -52.5       -52.5        75.4       -71.2        36.6
          29           2           4      1412.1       -28.2       -22.9       106.0      -106.0      -107.5        14.1        91.1        91.1       -61.5       -61.5        88.7       -87.6        28.5
          30           2           5      1412.1       252.2       -22.9       106.0      -106.0       -92.5        14.1        79.7        79.7       -69.2       -69.2       -79.0        62.9        20.4
          31           2           6      1412.1       535.8       -22.9       106.0      -106.0       -77.5        14.1        67.7        67.7       -76.4       -76.4       -67.1        29.9        12.6
          32           2           7      1412.1       803.3       -22.9       106.0      -106.0       -62.5        14.1        55.3        55.3       -83.3       -83.3       -55.1         9.5         5.5
          33           2           8      1412.1      1036.6       -22.9       106.0      -106.0       -47.5        14.1        42.8        42.8       -91.0       -91.0       -42.8        -0.9        -0.7
          34           2           9      1412.1      1219.6       -22.9       106.0      -106.0       -32.5        14.1        30.3        30.3      -101.0      -101.0       -29.8        -6.4        -5.5
          35           2          10      1412.1      1339.9       -22.9       106.0      -106.0       -17.5        14.1        18.4        18.4      -118.7      -118.7       -16.3        -9.1        -8.7
          36           2          11      1412.1      1389.3       -22.9       106.0      -106.0        -2.5        14.1        10.3        10.3      -167.0      -167.0        -2.3       -10.0       -10.0
          37           2          12      1412.1      1364.5       -22.9       106.0      -106.0        12.5        14.1        14.9        14.9       129.2       129.2        11.7        -9.6        -9.4
          38           2          13      1412.1      1267.2       -22.9       106.0      -106.0        27.5        14.1        26.2        26.2       105.5       105.5        25.4        -7.5        -6.8
          39           2          14      1412.1      1103.8       -22.9       106.0      -106.0        42.5        14.1        38.6        38.6        93.9        93.9        38.5        -3.1        -2.5
          40           2          15      1412.1       885.7       -22.9       106.0      -106.0        57.5        14.1        51.2        51.2        85.8        85.8        51.1         5.2         3.3
          41           2          16      1412.1       627.7       -22.9       106.0      -106.0        72.5        14.1        63.6        63.6        78.7        78.7        63.2        21.6        10.1
          42           2          17      1412.1       347.3       -22.9       106.0      -106.0        87.5        14.1        75.8        75.8        71.7        71.7        75.0        51.1        17.8
          43           2          18      1412.1        63.7       -22.9       106.0      -106.0       102.5        14.1        87.4        87.4        64.2        64.2        87.1        84.1        25.8
          44           2          19      1412.1      -203.9       -22.9       106.0      -106.0       117.5        14.1        98.3        98.3        55.6        55.6       -80.0       -75.5        33.9
          45           2          20      1412.1      -437.1       -22.9       106.0      -106.0       132.5        14.1       108.0       108.0        45.6        45.6       -65.5       -65.1        41.7
          46           2          21      1412.1      -620.1       -22.9       106.0      -106.0       147.5        14.1       116.0       116.0        33.4        33.4       -48.4       -59.6        48.6
          47           2          22      1412.1      -740.4       -22.9       106.0      -106.0       162.5        14.1       121.6       121.6        19.0        19.0       -27.8       -56.9        53.6
          48           2          23      1412.1      -789.9       -22.9       106.0      -106.0       177.5        14.1       124.0       124.0         2.8         2.8        -4.1       -56.0        55.9
          49           3           0      1412.1      -766.8       -22.8       105.9      -105.9      -167.5        14.1       122.9       122.9       -13.7       -13.7        20.2       -56.3        54.7
          50           3           1      1412.1      -669.4       -22.8       105.9      -105.9      -152.5        14.1       118.3       118.3       -28.9       -28.9        41.9       -58.4        50.4
          51           3           2      1412.1      -506.0       -22.8       105.9      -105.9      -137.5        14.1       111.0       111.0       -41.8       -41.8        60.1       -62.7        44.1
          52           3           3      1412.1      -287.7       -22.8       105.9      -105.9      -122.5        14.1       101.8       101.8       -52.5       -52.5        75.3       -71.1        36.5
          53           3           4      1412.1       -29.5       -22.8       105.9      -105.9      -107.5        14.1        91.2        91.2       -61.5       -61.5        88.6       -87.5        28.5
          54           3           5      1412.1       251.0       -22.8       105.9      -105.9       -92.5        14.1        79.8        79.8       -69.3       -69.3       -79.1        62.9        20.3
          55           3           6      1412.1       534.8       -22.8       105.9      -105.9       -77.5        14.1        67.7        67.7       -76.4       -76.4       -67.2        29.8        12.5
          56           3           7      1412.1       802.6       -22.8       105.9      -105.9       -62.5        14.1        55.4        55.4       -83.4       -83.4       -55.2         9.4         5.4
          57           3           8      1412.1      1035.9       -22.8       105.9      -105.9       -47.5        14.1        42.8        42.8       -91.1       -91.1       -42.8        -1.0        -0.8
          58           3           9      1412.1      1219.1       -22.8       105.9      -105.9       -32.5        14.1        30.3        30.3      -101.2      -101.2       -29.8        -6.5        -5.6
          59           3          10      1412.1      1339.5       -22.8       105.9      -105.9       -17.5        14.1        18.5        18.5      -118.9      -118.9       -16.3        -9.2        -8.8
          60           3          11      1412.1      1388.9       -22.8       105.9      -105.9        -2.5        14.1        10.4        10.4      -167.1      -167.1        -2.3       -10.1       -10.1
          61           3          12      1412.1      1364.1       -22.8       105.9      -105.9        12.5        14.1        15.0        15.0       129.5       129.5        11.7        -9.7        -9.5
          62           3          13      1412.1      1266.7       -22.8       105.9      -105.9        27.5        14.1        26.2        26.2       105.7       105.7        25.4        -7.6        -6.9
          63           3          14      1412.1      1103.3       -22.8       105.9      -105.9        42.5        14.1        38.6        38.6        94.1        94.1        38.5        -3.3        -2.5
          64           3          15      1412.1       885.0       -22.8       105.9      -105.9        57.5        14.1        51.2        51.2        85.9        85.9        51.1         5.1         3.2
          65           3          16      1412.1       626.8       -22.8       105.9      -105.9        72.5        14.1        63.6        63.6        78.8        78.8        63.2        21.5        10.1
          66           3          17      1412.1       346.2       -22.8       105.9      -105.9        87.5        14.1        75.8        75.8        71.7        71.7        75.1        51.1        17.7
          67           3          18      1412.1        62.4       -22.8       105.9      -105.9       102.5        14.1        87.5        87.5        64.2        64.2        87.2        84.2        25.7
          68           3          19      1412.1      -205.3       -22.8       105.9      -105.9       117.5        14.1        98.4        98.4        55.7        55.7       -79.9       -75.4        33.9
          69           3          20      1412.1      -438.7       -22.8       105.9      -105.9       132.5        14.1       108.1       108.1        45.6        45.6       -65.4       -65.0        41.7
          70           3          21      1412.1      -621.8       -22.8       105.9      -105.9       147.5        14.1       116.1       116.1        33.5        33.5       -48.4       -59.5        48.5
          71           3          22      1412.1      -742.2       -22.8       105.9      -105.9       162.5        14.1       121.7       121.7        19.0        19.0       -27.8       -56.8        53.5
          72           3          23      1412.1      -791.7       -22.8       105.9      -105.9       177.5        14.1       124.1       124.1         2.8         2.8        -4.1       -55.9        55.8
          73           4           0      1412.0      -768.8       -22.8       105.8      -105.8      -167.5        14.1       123.0       123.0       -13.8       -13.8        20.1       -56.2        54.6
          74           4           1      1412.0      -671.2       -22.8       105.8      -105.8      -152.5        14.1       118.4       118.4       -28.9       -28.9        41.9       -58.3        50.3
          75           4           2      1412.0      -507.7       -22.8       105.8      -105.8      -137.5        14.1       111.1       111.1       -41.9       -41.9        60.0       -62.6        44.0
          76           4           3      1412.0      -289.3       -22.8       105.8      -105.8      -122.5        14.1       101.8       101.8       -52.6       -52.6        75.2       -71.0        36.5
          77           4           4      1412.0       -31.0       -22.8       105.8      -105.8      -107.5        14.1        91.3        91.3       -61.6       -61.6        88.6       -87.4        28.4
          78           4           5      1412.0       249.8       -22.8       105.8      -105.8       -92.5        14.1        79.8        79.8       -69.4       -69.4       -79.1        62.9        20.3
          79           4           6      1412.0       533.8       -22.8       105.8      -105.8       -77.5        14.1        67.8        67.8       -76.5       -76.5       -67.2        29.7        12.5
          80           4           7      1412.0       801.7       -22.8       105.8      -105.8       -62.5        14.1        55.4        55.4       -83.6       -83.6       -55.2         9.2         5.3
          81           4           8      1412.0      1035.2       -22.8       105.8      -105.8       -47.5        14.1        42.8        42.8       -91.3       -91.3       -42.8        -1.2        -0.9
          82           4           9      1412.0      1218.5       -22.8       105.8      -105.8       -32.5        14.1        30.4        30.4      -101.3      -101.3       -29.9        -6.6        -5.7
          83           4          10      1412.0      1339.0       -22.8       105.8      -105.8       -17.5        14.1        18.5        18.5      -119.1      -119.1       -16.3        -9.3        -8.9
          84           4          11      1412.0      1388.5       -22.8       105.8      -105.8        -2.5        14.1        10.5        10.5      -167.2      -167.2        -2.3       -10.2       -10.2
          85           4          12      1412.0      1363.6       -22.8       105.8      -105.8        12.5        14.1        15.0        15.0       129.7       129.7        11.7        -9.8        -9.6
          86           4          13      1412.0      1266.1       -22.8       105.8      -105.8        27.5        14.1        26.3        26.3       105.9       105.9        25.4        -7.7        -7.0
          87           4          14      1412.0      1102.6       -22.8       105.8      -105.8        42.5        14.1        38.7        38.7        94.2        94.2        38.6        -3.4        -2.6
          88           4          15      1412.0       884.2       -22.8       105.8      -105.8        57.5        14.1        51.2        51.2        86.0        86.0        51.2         5.0         3.1
          89           4          16      1412.0       625.8       -22.8       105.8      -105.8        72.5        14.1        63.7        63.7        78.9        78.9        63.3        21.4        10.0
          90           4          17      1412.0       345.1       -22.8       105.8      -105.8        87.5        14.1        75.9        75.9        71.8        71.8        75.1        51.1        17.6
          91           4          18      1412.0        61.1       -22.8       105.8      -105.8       102.5        14.1        87.5        87.5        64.3        64.3        87.2        84.3        25.7
          92           4          19      1412.0      -206.8       -22.8       105.8      -105.8       117.5        14.1        98.4        98.4        55.8        55.8       -79.8       -75.2        33.8
          93           4          20      1412.0      -440.4       -22.8       105.8      -105.8       132.5        14.1       108.2       108.2        45.7        45.7       -65.4       -64.8        41.6
          94           4          21      1412.0      -623.6       -22.8       105.8      -105.8       147.5        14.1       116.2       116.2        33.5        33.5       -48.3       -59.4        48.4
          95           4          22      1412.0      -744.1       -22.8       105.8      -105.8       162.5        14.1       121.8       121.8        19.0        19.0       -27.8       -56.7        53.5
          96           4          23      1412.0      -793.6       -22.8       105.8      -105.8       177.5        14.1       124.2       124.2         2.8         2.8        -4.1       -55.8        55.7
          97           5           0      1412.0      -770.8       -22.7       105.7      -105.7      -167.5        14.1       123.1       123.1       -13.8       -13.8        20.1       -56.1        54.5
          98           5           1      1412.0      -673.2       -22.7       105.7      -105.7      -152.5        14.1       118.5       118.5       -29.0       -29.0        41.8       -58.2        50.2
          99           5           2      1412.0      -509.6       -22.7       105.7      -105.7      -137.5        14.1       111.2       111.2       -42.0       -42.0        59.9       -62.5        43.9
         100           5           3      1412.0      -291.0       -22.7       105.7      -105.7      -122.5        14.1       101.9       101.9       -52.7       -52.7        75.2       -70.8        36.4
         101           5           4      1412.0       -32.5       -22.7       105.7      -105.7      -107.5        14.1        91.3        91.3       -61.7       -61.7        88.5       -87.2        28.3
         102           5           5      1412.0       248.5       -22.7       105.7      -105.7       -92.5        14.1        79.9        79.9       -69.5       -69.5       -79.2        63.0        20.2
         103           5           6      1412.0       532.7       -22.7       105.7      -105.7       -77.5        14.1        67.8        67.8       -76.6       -76.6       -67.3        29.6        12.4
         104           5           7      1412.0       800.8       -22.7       105.7      -105.7       -62.5        14.1        55.4        55.4       -83.7       -83.7       -55.3         9.1         5.2
         105           5           8      1412.0      1034.5       -22.7       105.7      -105.7       -47.5        14.1        42.9        42.9       -91.4       -91.4       -42.9        -1.3        -1.0
         106           5           9      1412.0      1217.9       -22.7       105.7      -105.7       -32.5        14.1        30.4        30.4      -101.5      -101.5       -29.9        -6.7        -5.8
         107           5          10      1412.0      1338.4       -22.7       105.7      -105.7       -17.5        14.1        18.6        18.6      -119.4      -119.4       -16.3        -9.4        -9.0
         108           5          11      1412.0      1388.0       -22.7       105.7      -105.7        -2.5        14.1        10.6        10.6      -167.3      -167.3        -2.3       -10.3       -10.3
         109           5          12      1412.0      1363.1       -22.7       105.7      -105.7        12.5        14.1        15.1        15.1       130.0       130.0        11.7        -9.9        -9.7
         110           5          13      1412.0      1265.5       -22.7       105.7      -105.7        27.5        14.1        26.3        26.3       106.1       106.1        25.4        -7.8        -7.1
         111           5          14      1412.0      1101.9       -22.7       105.7      -105.7        42.5        14.1        38.7        38.7        94.4        94.4        38.6        -3.5        -2.7
         112           5          15      1412.0       883.4       -22.7       105.7      -105.7        57.5        14.1        51.3        51.3        86.1        86.1        51.2         4.8         3.0
         113           5          16      1412.0       624.8       -22.7       105.7      -105.7        72.5        14.1        63.7        63.7        79.0        79.0        63.3        21.2         9.9
         114           5          17      1412.0       343.8       -22.7       105.7      -105.7        87.5        14.1        75.9        75.9        71.9        71.9        75.2        51.0        17.5
         115           5          18      1412.0        59.6       -22.7       105.7      -105.7       102.5        14.1        87.6        87.6        64.4        64.4        87.3        84.4        25.6
         116           5          19      1412.0      -208.5       -22.7       105.7      -105.7       117.5        14.1        98.5        98.5        55.9        55.9       -79.8       -75.1        33.7
         117           5          20      1412.0      -442.2       -22.7       105.7      -105.7       132.5        14.1       108.2       108.2        45.8        45.8       -65.3       -64.7        41.5
         118           5          21      1412.0      -625.5       -22.7       105.7      -105.7       147.5        14.1       116.3       116.3        33.6        33.6       -48.2       -59.3        48.3
         119           5          22      1412.0      -746.1       -22.7       105.7      -105.7       162.5        14.1       121.9       121.9        19.1        19.1       -27.7       -56.6        53.4
         120           5          23      1412.0      -795.7       -22.7       105.7      -105.7       177.5        14.1       124.3       124.3         2.8         2.8        -4.1       -55.7        55.6
         121           6           0      1411.9      -773.0       -22.5       105.6      -105.6      -167.5        14.1       123.2       123.2       -13.8       -13.8        20.1       -56.0        54.4
         122           6           1      1411.9      -675.3       -22.5       105.6      -105.6      -152.5        14.1       118.6       118.6       -29.1       -29.1        41.7       -58.1        50.1
         123           6           2      1411.9      -511.6       -22.5       105.6      -105.6      -137.5        14.1       111.2       111.2       -42.0       -42.0        59.9       -62.4        43.8
         124           6           3      1411.9      -292.8       -22.5       105.6      -105.6      -122.5        14.1       102.0       102.0       -52.8       -52.8        75.1       -70.7        36.3
         125           6           4      1411.9       -34.1       -22.5       105.6      -105.6      -107.5        14.1        91.4        91.4       -61.8       -61.8        88.4       -87.1        28.2
         126           6           5      1411.9       247.1       -22.5       105.6      -105.6       -92.5        14.1        79.9        79.9       -69.6       -69.6       -79.3        63.0        20.1
         127           6           6      1411.9       531.5       -22.5       105.6      -105.6       -77.5        14.1        67.9        67.9       -76.7       -76.7       -67.3        29.5        12.3
         128           6           7      1411.9       799.8       -22.5       105.6      -105.6       -62.5        14.1        55.5        55.5       -83.8       -83.8       -55.3         9.0         5.1
         129           6           8      1411.9      1033.7       -22.5       105.6      -105.6       -47.5        14.1        42.9        42.9       -91.5       -91.5       -42.9        -1.4        -1.1
         130           6           9      1411.9      1217.2       -22.5       105.6      -105.6       -32.5        14.1        30.4        30.4      -101.7      -101.7       -29.9        -6.8        -5.9
         131           6          10      1411.9      1337.9       -22.5       105.6      -105.6       -17.5        14.1        18.6        18.6      -119.7      -119.7       -16.3        -9.5        -9.1
         132           6          11      1411.9      1387.4       -22.5       105.6      -105.6        -2.5        14.1        10.7        10.7      -167.5      -167.5        -2.3       -10.4       -10.4
         133           6          12      1411.9      1362.6       -22.5       105.6      -105.6        12.5        14.1        15.2        15.2       130.3       130.3        11.7       -10.0        -9.8
         134           6          13      1411.9      1264.9       -22.5       105.6      -105.6        27.5        14.1        26.4        26.4       106.3       106.3        25.5        -7.9        -7.2
         135           6          14      1411.9      1101.1       -22.5       105.6      -105.6        42.5        14.1        38.8        38.8        94.5        94.5        38.7        -3.6        -2.8
         136           6          15      1411.9       882.4       -22.5       105.6      -105.6        57.5        14.1        51.3        51.3        86.2        86.2        51.3         4.7         2.9
         137           6          16      1411.9       623.7       -22.5       105.6      -105.6        72.5        14.1        63.8        63.8        79.1        79.1        63.4        21.1         9.8
         138           6          17      1411.9       342.5       -22.5       105.6      -105.6        87.5        14.1        76.0        76.0        72.0        72.0        75.3        51.0        17.4
         139           6          18      1411.9        58.1       -22.5       105.6      -105.6       102.5        14.1        87.6        87.6        64.5        64.5        87.4        84.5        25.5
         140           6          19      1411.9      -210.2       -22.5       105.6      -105.6       117.5        14.1        98.6        98.6        55.9        55.9       -79.7       -75.0        33.6
         141           6          20      1411.9      -444.1       -22.5       105.6      -105.6       132.5        14.1       108.3       108.3        45.8        45.8       -65.2       -64.6        41.4
         142           6          21      1411.9      -627.6       -22.5       105.6      -105.6       147.5        14.1       116.4       116.4        33.6        33.6       -48.1       -59.2        48.2
         143           6          22      1411.9      -748.3       -22.5       105.6      -105.6       162.5        14.1       122.0       122.0        19.1        19.1       -27.7       -56.5        53.3
         144           6          23      1411.9      -797.8       -22.5       105.6      -105.6       177.5        14.1       124.4       124.4         2.8         2.8        -4.1       -55.6        55.5
         145           7           0      1411.9      -775.3       -22.4       105.5      -105.5      -167.5        14.1       123.3       123.3       -13.9       -13.9        20.0       -55.9        54.2
         146           7           1      1411.9      -677.5       -22.4       105.5      -105.5      -152.5        14.1       118.7       118.7       -29.1       -29.1        41.7       -58.0        50.0
         147           7           2      1411.9      -513.6       -22.4       105.5      -105.5      -137.5        14.1       111.3       111.3       -42.1       -42.1        59.8       -62.2        43.7
         148           7           3      1411.9      -294.8       -22.4       105.5      -105.5      -122.5        14.1       102.1       102.1       -52.9       -52.9        75.0       -70.5        36.2
         149           7           4      1411.9       -35.8       -22.4       105.5      -105.5      -107.5        14.1        91.5        91.5       -61.9       -61.9        88.4       -86.9        28.1
         150           7           5      1411.9       245.6       -22.4       105.5      -105.5       -92.5        14.1        80.0        80.0       -69.7       -69.7       -79.3        63.0        20.0
         151           7           6      1411.9       530.2       -22.4       105.5      -105.5       -77.5        14.1        67.9        67.9       -76.8       -76.8       -67.4        29.3        12.2
         152           7           7      1411.9       798.7       -22.4       105.5      -105.5       -62.5        14.1        55.5        55.5       -83.9       -83.9       -55.4         8.8         5.0
         153           7           8      1411.9      1032.8       -22.4       105.5      -105.5       -47.5        14.1        43.0        43.0       -91.7       -91.7       -43.0        -1.6        -1.2
         154           7           9      1411.9      1216.5       -22.4       105.5      -105.5       -32.5        14.1        30.5        30.5      -101.9      -101.9       -30.0        -6.9        -6.0
         155           7          10      1411.9      1337.2       -22.4       105.5      -105.5       -17.5        14.1        18.7        18.7      -120.0      -120.0       -16.4        -9.6        -9.2
         156           7          11      1411.9      1386.8       -22.4       105.5      -105.5        -2.5        14.1        10.8        10.8      -167.6      -167.6        -2.4       -10.6       -10.5
         157           7          12      1411.9      1361.9       -22.4       105.5      -105.5        12.5        14.1        15.3        15.3       130.6       130.6        11.7       -10.1        -9.9
         158           7          13      1411.9      1264.2       -22.4       105.5      -105.5        27.5        14.1        26.4        26.4       106.5       106.5        25.5        -8.0        -7.3
         159           7          14      1411.9      1100.3       -22.4       105.5      -105.5        42.5        14.1        38.8        38.8        94.7        94.7        38.7        -3.8        -2.9
         160           7          15      1411.9       881.4       -22.4       105.5      -105.5        57.5        14.1        51.4        51.4        86.4        86.4        51.3         4.5         2.8
         161           7          16      1411.9       622.5       -22.4       105.5      -105.5        72.5        14.1        63.8        63.8        79.2        79.2        63.4        20.9         9.7
         162           7          17      1411.9       341.1       -22.4       105.5      -105.5        87.5        14.1        76.0        76.0        72.1        72.1        75.3        51.0        17.3
         163           7          18      1411.9        56.4       -22.4       105.5      -105.5       102.5        14.1        87.7        87.7        64.6        64.6        87.5        84.7        25.4
         164           7          19      1411.9      -212.1       -22.4       105.5      -105.5       117.5        14.1        98.6        98.6        56.0        56.0       -79.6       -74.8        33.5
         165           7          20      1411.9      -446.1       -22.4       105.5      -105.5       132.5        14.1       108.4       108.4        45.9        45.9       -65.1       -64.4        41.3
         166           7          21      1411.9      -629.8       -22.4       105.5      -105.5       147.5        14.1       116.5       116.5        33.7        33.7       -48.1       -59.1        48.1
         167           7          22      1411.9      -750.5       -22.4       105.5      -105.5       162.5        14.1       122.1       122.1        19.2        19.2       -27.6       -56.4        53.1
         168           7          23      1411.9      -800.2       -22.4       105.5      -105.5       177.5        14.1       124.5       124.5         2.8         2.8        -4.1       -55.4        55.4
         169           8           0      1411.8      -777.7       -22.3       105.4      -105.4      -167.5        14.1       123.4       123.4       -13.9       -13.9        20.0       -55.8        54.1
         170           8           1      1411.8      -679.9       -22.3       105.4      -105.4      -152.5        14.1       118.8       118.8       -29.2       -29.2        41.6       -57.8        49.9
         171           8           2      1411.8      -515.9       -22.3       105.4      -105.4      -137.5        14.1       111.4       111.4       -42.2       -42.2        59.7       -62.1        43.6
         172           8           3      1411.8      -296.8       -22.3       105.4      -105.4      -122.5        14.1       102.1       102.1       -53.0       -53.0        74.9       -70.4        36.1
         173           8           4      1411.8       -37.6       -22.3       105.4      -105.4      -107.5        14.1        91.5        91.5       -62.0       -62.0        88.3       -86.8        28.0
         174           8           5      1411.8       244.0       -22.3       105.4      -105.4       -92.5        14.1        80.0        80.0       -69.8       -69.8       -79.4        63.1        19.9
         175           8           6      1411.8       528.9       -22.3       105.4      -105.4       -77.5        14.1        68.0        68.0       -77.0       -77.0       -67.5        29.2        12.1
         176           8           7      1411.8       797.6       -22.3       105.4      -105.4       -62.5        14.1        55.6        55.6       -84.0       -84.0       -55.5         8.6         4.9
         177           8           8      1411.8      1031.9       -22.3       105.4      -105.4       -47.5        14.1        43.0        43.0       -91.9       -91.9       -43.0        -1.7        -1.3
         178           8           9      1411.8      1215.7       -22.3       105.4      -105.4       -32.5        14.1        30.6        30.6      -102.1      -102.1       -30.0        -7.1        -6.1
         179           8          10      1411.8      1336.5       -22.3       105.4      -105.4       -17.5        14.1        18.8        18.8      -120.3      -120.3       -16.4        -9.7        -9.3
         180           8          11      1411.8      1386.2       -22.3       105.4      -105.4        -2.5        14.1        10.9        10.9      -167.7      -167.7        -2.4       -10.7       -10.7
         181           8          12      1411.8      1361.3       -22.3       105.4      -105.4        12.5        14.1        15.4        15.4       130.9       130.9        11.7       -10.2       -10.0
         182           8          13      1411.8      1263.5       -22.3       105.4      -105.4        27.5        14.1        26.5        26.5       106.8       106.8        25.5        -8.2        -7.4
         183           8          14      1411.8      1099.4       -22.3       105.4      -105.4        42.5        14.1        38.9        38.9        94.9        94.9        38.8        -3.9        -3.1
         184           8          15      1411.8       880.4       -22.3       105.4      -105.4        57.5        14.1        51.4        51.4        86.5        86.5        51.4         4.4         2.7
         185           8          16      1411.8       621.2       -22.3       105.4      -105.4        72.5        14.1        63.9        63.9        79.3        79.3        63.5        20.8         9.6
         186           8          17      1411.8       339.6       -22.3       105.4      -105.4        87.5        14.1        76.1        76.1        72.2        72.2        75.4        50.9        17.2
         187           8          18      1411.8        54.7       -22.3       105.4      -105.4       102.5        14.1        87.8        87.8        64.7        64.7        87.5        84.8        25.3
         188           8          19      1411.8      -214.0       -22.3       105.4      -105.4       117.5        14.1        98.7        98.7        56.1        56.1       -79.5       -74.6        33.4
         189           8          20      1411.8      -448.3       -22.3       105.4      -105.4       132.5        14.1       108.5       108.5        46.0        46.0       -65.0       -64.3        41.2
         190           8          21      1411.8      -632.1       -22.3       105.4      -105.4       147.5        14.1       116.6       116.6        33.8        33.8       -48.0       -58.9        48.0
         191           8          22      1411.8      -752.9       -22.3       105.4      -105.4       162.5        14.1       122.2       122.2        19.2        19.2       -27.5       -56.3        53.0
         192           8          23      1411.8      -802.6       -22.3       105.4      -105.4       177.5        14.1       124.6       124.6         2.8         2.8        -4.1       -55.3        55.3
         193           9           0      1411.7      -777.6       -22.3       105.4      -105.4      -167.5        14.1       123.4       123.4       -13.9       -13.9        20.0       -55.8        54.1
         194           9           1      1411.7      -679.8       -22.3       105.4      -105.4      -152.5        14.1       118.8       118.8       -29.2       -29.2        41.6       -57.8        49.9
         195           9           2      1411.7      -515.8       -22.3       105.4      -105.4      -137.5        14.1       111.4       111.4       -42.2       -42.2        59.7       -62.1        43.6
         196           9           3      1411.7      -296.8       -22.3       105.4      -105.4      -122.5        14.1       102.1       102.1       -53.0       -53.0        74.9       -70.4        36.1
         197           9           4      1411.7       -37.6       -22.3       105.4      -105.4      -107.5        14.1        91.5        91.5       -62.0       -62.0        88.3       -86.8        28.0
         198           9           5      1411.7       244.0       -22.3       105.4      -105.4       -92.5        14.1        80.0        80.0       -69.8       -69.8       -79.4        63.1        19.9
         199           9           6      1411.7       528.9       -22.3       105.4      -105.4       -77.5        14.1        68.0        68.0       -77.0       -77.0       -67.5        29.2        12.1
