 Hour_year       Day          Hour         G_on         G_o          decl      w_sunset    w_sunrise        w       Light_hours   Theta_zeta    Gamma_s     Theta_t      Theta_l    Theta_i      f_end         
         416          18           7      1410.1       784.1       -20.9       104.4      -104.4       -62.5        13.9        56.2        56.2       -85.6       -85.6       -56.1         6.6         3.7
         417          18           8      1410.1      1020.3       -20.9       104.4      -104.4       -47.5        13.9        43.6        43.6       -93.7       -93.7       -43.6        -3.5        -2.6
         418          18           9      1410.1      1205.7       -20.9       104.4      -104.4       -32.5        13.9        31.2        31.2      -104.5      -104.5       -30.4        -8.6        -7.5
         419          18          10      1410.1      1327.6       -20.9       104.4      -104.4       -17.5        13.9        19.7        19.7      -123.5      -123.5       -16.6       -11.2       -10.7
         420          18          11      1410.1      1377.7       -20.9       104.4      -104.4        -2.5        13.9        12.3        12.3      -169.0      -169.0        -2.4       -12.1       -12.1
         421          18          12      1410.1      1352.6       -20.9       104.4      -104.4        12.5        13.9        16.4        16.4       134.3       134.3        11.9       -11.6       -11.4
         422          18          13      1410.1      1253.9       -20.9       104.4      -104.4        27.5        13.9        27.2        27.2       109.4       109.4        25.9        -9.7        -8.8
         423          18          14      1410.1      1088.5       -20.9       104.4      -104.4        42.5        13.9        39.5        39.5        96.9        96.9        39.3        -5.6        -4.4
         424          18          15      1410.1       867.6       -20.9       104.4      -104.4        57.5        13.9        52.0        52.0        88.1        88.1        52.0         2.4         1.5
         425          18          16      1410.1       606.1       -20.9       104.4      -104.4        72.5        13.9        64.5        64.5        80.7        80.7        64.2        18.8         8.4
         426          18          17      1410.1       322.1       -20.9       104.4      -104.4        87.5        13.9        76.8        76.8        73.5        73.5        76.2        50.5        16.1
         427          18          18      1410.1        34.8       -20.9       104.4      -104.4       102.5        13.9        88.6        88.6        65.8        65.8        88.5        86.6        24.2
         428          18          19      1410.1      -236.3       -20.9       104.4      -104.4       117.5        13.9        99.6        99.6        57.2        57.2       -78.6       -72.6        32.3
         429          18          20      1410.1      -472.5       -20.9       104.4      -104.4       132.5        13.9       109.6       109.6        47.0        47.0       -64.1       -62.5        40.0
         430          18          21      1410.1      -657.9       -20.9       104.4      -104.4       147.5        13.9       117.8       117.8        34.6        34.6       -47.1       -57.4        46.7
         431          18          22      1410.1      -779.8       -20.9       104.4      -104.4       162.5        13.9       123.6       123.6        19.7        19.7       -26.9       -54.8        51.7
         432          18          23      1410.1      -829.9       -20.9       104.4      -104.4       177.5        13.9       126.1       126.1         2.9         2.9        -4.0       -53.9        53.8
         433          19           0      1409.9      -808.4       -20.7       104.2      -104.2      -167.5        13.9       125.0       125.0       -14.3       -14.3        19.4       -54.2        52.6
         434          19           1      1409.9      -709.6       -20.7       104.2      -104.2      -152.5        13.9       120.2       120.2       -30.0       -30.0        40.6       -56.1        48.5
         435          19           2      1409.9      -544.0       -20.7       104.2      -104.2      -137.5        13.9       112.7       112.7       -43.2       -43.2        58.6       -60.1        42.2
         436          19           3      1409.9      -322.8       -20.7       104.2      -104.2      -122.5        13.9       103.2       103.2       -54.1       -54.1        73.8       -68.1        34.8
         437          19           4      1409.9       -61.1       -20.7       104.2      -104.2      -107.5        13.9        92.5        92.5       -63.2       -63.2        87.2       -84.5        26.7
         438          19           5      1409.9       223.2       -20.7       104.2      -104.2       -92.5        13.9        80.9        80.9       -71.2       -71.2       -80.4        63.6        18.6
         439          19           6      1409.9       510.9       -20.7       104.2      -104.2       -77.5        13.9        68.8        68.8       -78.5       -78.5       -68.4        27.2        10.7
         440          19           7      1409.9       782.2       -20.7       104.2      -104.2       -62.5        13.9        56.3        56.3       -85.8       -85.8       -56.2         6.3         3.5
         441          19           8      1409.9      1018.7       -20.7       104.2      -104.2       -47.5        13.9        43.7        43.7       -94.0       -94.0       -43.7        -3.8        -2.7
         442          19           9      1409.9      1204.3       -20.7       104.2      -104.2       -32.5        13.9        31.3        31.3      -104.8      -104.8       -30.5        -8.9        -7.7
         443          19          10      1409.9      1326.4       -20.7       104.2      -104.2       -17.5        13.9        19.8        19.8      -123.9      -123.9       -16.6       -11.4       -10.9
         444          19          11      1409.9      1376.5       -20.7       104.2      -104.2        -2.5        13.9        12.5        12.5      -169.1      -169.1        -2.4       -12.3       -12.3
         445          19          12      1409.9      1351.3       -20.7       104.2      -104.2        12.5        13.9        16.6        16.6       134.8       134.8        11.9       -11.8       -11.6
         446          19          13      1409.9      1252.6       -20.7       104.2      -104.2        27.5        13.9        27.3        27.3       109.8       109.8        25.9        -9.9        -8.9
         447          19          14      1409.9      1087.0       -20.7       104.2      -104.2        42.5        13.9        39.6        39.6        97.1        97.1        39.3        -5.9        -4.5
         448          19          15      1409.9       865.8       -20.7       104.2      -104.2        57.5        13.9        52.1        52.1        88.3        88.3        52.1         2.1         1.3
         449          19          16      1409.9       604.1       -20.7       104.2      -104.2        72.5        13.9        64.6        64.6        80.9        80.9        64.3        18.5         8.2
         450          19          17      1409.9       319.7       -20.7       104.2      -104.2        87.5        13.9        76.9        76.9        73.6        73.6        76.4        50.4        15.9
         451          19          18      1409.9        32.1       -20.7       104.2      -104.2       102.5        13.9        88.7        88.7        66.0        66.0        88.6        86.8        24.0
         452          19          19      1409.9      -239.2       -20.7       104.2      -104.2       117.5        13.9        99.8        99.8        57.3        57.3       -78.4       -72.3        32.1
         453          19          20      1409.9      -475.8       -20.7       104.2      -104.2       132.5        13.9       109.7       109.7        47.1        47.1       -63.9       -62.2        39.8
         454          19          21      1409.9      -661.4       -20.7       104.2      -104.2       147.5        13.9       118.0       118.0        34.7        34.7       -47.0       -57.1        46.6
         455          19          22      1409.9      -783.4       -20.7       104.2      -104.2       162.5        13.9       123.8       123.8        19.8        19.8       -26.9       -54.6        51.5
         456          19          23      1409.9      -833.5       -20.7       104.2      -104.2       177.5        13.9       126.2       126.2         2.9         2.9        -3.9       -53.7        53.7
         457          20           0      1409.7      -812.1       -20.5       104.1      -104.1      -167.5        13.9       125.2       125.2       -14.4       -14.4        19.4       -54.0        52.4
         458          20           1      1409.7      -713.2       -20.5       104.1      -104.1      -152.5        13.9       120.4       120.4       -30.1       -30.1        40.5       -55.9        48.3
         459          20           2      1409.7      -547.4       -20.5       104.1      -104.1      -137.5        13.9       112.8       112.8       -43.4       -43.4        58.5       -59.9        42.1
         460          20           3      1409.7      -326.0       -20.5       104.1      -104.1      -122.5        13.9       103.4       103.4       -54.3       -54.3        73.7       -67.8        34.6
         461          20           4      1409.7       -64.0       -20.5       104.1      -104.1      -107.5        13.9        92.6        92.6       -63.4       -63.4        87.1       -84.2        26.6
         462          20           5      1409.7       220.7       -20.5       104.1      -104.1       -92.5        13.9        81.0        81.0       -71.3       -71.3       -80.5        63.7        18.4
         463          20           6      1409.7       508.7       -20.5       104.1      -104.1       -77.5        13.9        68.8        68.8       -78.7       -78.7       -68.5        26.9        10.6
         464          20           7      1409.7       780.3       -20.5       104.1      -104.1       -62.5        13.9        56.4        56.4       -86.0       -86.0       -56.3         6.0         3.3
         465          20           8      1409.7      1017.1       -20.5       104.1      -104.1       -47.5        13.9        43.8        43.8       -94.2       -94.2       -43.7        -4.0        -2.9
         466          20           9      1409.7      1202.9       -20.5       104.1      -104.1       -32.5        13.9        31.4        31.4      -105.2      -105.2       -30.5        -9.1        -7.8
         467          20          10      1409.7      1325.0       -20.5       104.1      -104.1       -17.5        13.9        20.0        20.0      -124.4      -124.4       -16.7       -11.6       -11.1
         468          20          11      1409.7      1375.2       -20.5       104.1      -104.1        -2.5        13.9        12.7        12.7      -169.3      -169.3        -2.4       -12.5       -12.5
         469          20          12      1409.7      1350.0       -20.5       104.1      -104.1        12.5        13.9        16.7        16.7       135.2       135.2        12.0       -12.0       -11.8
         470          20          13      1409.7      1251.2       -20.5       104.1      -104.1        27.5        13.9        27.4        27.4       110.1       110.1        26.0       -10.1        -9.1
         471          20          14      1409.7      1085.4       -20.5       104.1      -104.1        42.5        13.9        39.6        39.6        97.4        97.4        39.4        -6.1        -4.7
         472          20          15      1409.7       863.9       -20.5       104.1      -104.1        57.5        13.9        52.2        52.2        88.6        88.6        52.2         1.8         1.1
         473          20          16      1409.7       602.0       -20.5       104.1      -104.1        72.5        13.9        64.7        64.7        81.1        81.1        64.4        18.2         8.1
         474          20          17      1409.7       317.3       -20.5       104.1      -104.1        87.5        13.9        77.0        77.0        73.8        73.8        76.5        50.3        15.8
         475          20          18      1409.7        29.3       -20.5       104.1      -104.1       102.5        13.9        88.8        88.8        66.2        66.2        88.7        87.1        23.8
         476          20          19      1409.7      -242.3       -20.5       104.1      -104.1       117.5        13.9        99.9        99.9        57.5        57.5       -78.3       -72.0        32.0
         477          20          20      1409.7      -479.1       -20.5       104.1      -104.1       132.5        13.9       109.9       109.9        47.2        47.2       -63.8       -62.0        39.7
         478          20          21      1409.7      -664.9       -20.5       104.1      -104.1       147.5        13.9       118.1       118.1        34.8        34.8       -46.9       -56.9        46.4
         479          20          22      1409.7      -787.1       -20.5       104.1      -104.1       162.5        13.9       123.9       123.9        19.8        19.8       -26.8       -54.4        51.3
         480          20          23      1409.7      -837.2       -20.5       104.1      -104.1       177.5        13.9       126.4       126.4         2.9         2.9        -3.9       -53.5        53.5
         481          21           0      1409.4      -815.8       -20.3       103.9      -103.9      -167.5        13.9       125.4       125.4       -14.4       -14.4        19.3       -53.8        52.2
         482          21           1      1409.4      -716.9       -20.3       103.9      -103.9      -152.5        13.9       120.6       120.6       -30.2       -30.2        40.4       -55.6        48.1
         483          21           2      1409.4      -550.9       -20.3       103.9      -103.9      -137.5        13.9       113.0       113.0       -43.5       -43.5        58.3       -59.7        41.9
         484          21           3      1409.4      -329.2       -20.3       103.9      -103.9      -122.5        13.9       103.5       103.5       -54.4       -54.4        73.5       -67.6        34.4
         485          21           4      1409.4       -66.9       -20.3       103.9      -103.9      -107.5        13.9        92.7        92.7       -63.6       -63.6        87.0       -83.9        26.4
         486          21           5      1409.4       218.1       -20.3       103.9      -103.9       -92.5        13.9        81.1        81.1       -71.5       -71.5       -80.6        63.7        18.3
         487          21           6      1409.4       506.3       -20.3       103.9      -103.9       -77.5        13.9        68.9        68.9       -78.8       -78.8       -68.6        26.7        10.4
         488          21           7      1409.4       778.3       -20.3       103.9      -103.9       -62.5        13.9        56.5        56.5       -86.2       -86.2       -56.4         5.7         3.2
         489          21           8      1409.4      1015.3       -20.3       103.9      -103.9       -47.5        13.9        43.9        43.9       -94.5       -94.5       -43.8        -4.3        -3.1
         490          21           9      1409.4      1201.3       -20.3       103.9      -103.9       -32.5        13.9        31.5        31.5      -105.5      -105.5       -30.6        -9.3        -8.0
         491          21          10      1409.4      1323.6       -20.3       103.9      -103.9       -17.5        13.9        20.1        20.1      -124.8      -124.8       -16.7       -11.8       -11.3
         492          21          11      1409.4      1373.9       -20.3       103.9      -103.9        -2.5        13.9        12.9        12.9      -169.4      -169.4        -2.4       -12.7       -12.7
         493          21          12      1409.4      1348.7       -20.3       103.9      -103.9        12.5        13.9        16.9        16.9       135.6       135.6        12.0       -12.2       -12.0
         494          21          13      1409.4      1249.7       -20.3       103.9      -103.9        27.5        13.9        27.5        27.5       110.5       110.5        26.0       -10.4        -9.3
         495          21          14      1409.4      1083.7       -20.3       103.9      -103.9        42.5        13.9        39.7        39.7        97.7        97.7        39.5        -6.3        -4.9
         496          21          15      1409.4       862.0       -20.3       103.9      -103.9        57.5        13.9        52.3        52.3        88.8        88.8        52.3         1.6         1.0
         497          21          16      1409.4       599.8       -20.3       103.9      -103.9        72.5        13.9        64.8        64.8        81.3        81.3        64.6        17.9         7.9
         498          21          17      1409.4       314.8       -20.3       103.9      -103.9        87.5        13.9        77.1        77.1        74.0        74.0        76.6        50.3        15.6
         499          21          18      1409.4        26.5       -20.3       103.9      -103.9       102.5        13.9        88.9        88.9        66.3        66.3        88.8        87.3        23.7
         500          21          19      1409.4      -245.5       -20.3       103.9      -103.9       117.5        13.9       100.0       100.0        57.6        57.6       -78.2       -71.7        31.8
         501          21          20      1409.4      -482.5       -20.3       103.9      -103.9       132.5        13.9       110.0       110.0        47.4        47.4       -63.7       -61.7        39.5
         502          21          21      1409.4      -668.5       -20.3       103.9      -103.9       147.5        13.9       118.3       118.3        34.9        34.9       -46.7       -56.7        46.2
         503          21          22      1409.4      -790.8       -20.3       103.9      -103.9       162.5        13.9       124.1       124.1        19.9        19.9       -26.7       -54.2        51.1
         504          21          23      1409.4      -841.1       -20.3       103.9      -103.9       177.5        13.9       126.6       126.6         2.9         2.9        -3.9       -53.3        53.3
         505          22           0      1409.1      -819.7       -20.1       103.7      -103.7      -167.5        13.8       125.6       125.6       -14.5       -14.5        19.3       -53.5        52.0
         506          22           1      1409.1      -720.7       -20.1       103.7      -103.7      -152.5        13.8       120.8       120.8       -30.3       -30.3        40.3       -55.4        47.9
         507          22           2      1409.1      -554.5       -20.1       103.7      -103.7      -137.5        13.8       113.2       113.2       -43.6       -43.6        58.2       -59.4        41.7
         508          22           3      1409.1      -332.5       -20.1       103.7      -103.7      -122.5        13.8       103.7       103.7       -54.6       -54.6        73.4       -67.3        34.3
         509          22           4      1409.1       -70.0       -20.1       103.7      -103.7      -107.5        13.8        92.8        92.8       -63.7       -63.7        86.8       -83.6        26.2
         510          22           5      1409.1       215.3       -20.1       103.7      -103.7       -92.5        13.8        81.2        81.2       -71.7       -71.7       -80.7        63.8        18.1
         511          22           6      1409.1       504.0       -20.1       103.7      -103.7       -77.5        13.8        69.0        69.0       -79.0       -79.0       -68.7        26.4        10.2
         512          22           7      1409.1       776.2       -20.1       103.7      -103.7       -62.5        13.8        56.6        56.6       -86.4       -86.4       -56.5         5.4         3.0
         513          22           8      1409.1      1013.5       -20.1       103.7      -103.7       -47.5        13.8        44.0        44.0       -94.7       -94.7       -43.9        -4.6        -3.3
         514          22           9      1409.1      1199.7       -20.1       103.7      -103.7       -32.5        13.8        31.6        31.6      -105.8      -105.8       -30.7        -9.5        -8.2
         515          22          10      1409.1      1322.2       -20.1       103.7      -103.7       -17.5        13.8        20.2        20.2      -125.2      -125.2       -16.7       -12.0       -11.5
         516          22          11      1409.1      1372.5       -20.1       103.7      -103.7        -2.5        13.8        13.1        13.1      -169.6      -169.6        -2.4       -12.9       -12.9
         517          22          12      1409.1      1347.2       -20.1       103.7      -103.7        12.5        13.8        17.0        17.0       136.1       136.1        12.0       -12.5       -12.2
         518          22          13      1409.1      1248.2       -20.1       103.7      -103.7        27.5        13.8        27.7        27.7       110.9       110.9        26.1       -10.6        -9.5
         519          22          14      1409.1      1082.0       -20.1       103.7      -103.7        42.5        13.8        39.8        39.8        98.0        98.0        39.6        -6.6        -5.1
         520          22          15      1409.1       860.0       -20.1       103.7      -103.7        57.5        13.8        52.4        52.4        89.0        89.0        52.4         1.3         0.8
         521          22          16      1409.1       597.5       -20.1       103.7      -103.7        72.5        13.8        64.9        64.9        81.5        81.5        64.7        17.6         7.7
         522          22          17      1409.1       312.2       -20.1       103.7      -103.7        87.5        13.8        77.2        77.2        74.2        74.2        76.7        50.2        15.4
         523          22          18      1409.1        23.5       -20.1       103.7      -103.7       102.5        13.8        89.0        89.0        66.5        66.5        89.0        87.6        23.5
         524          22          19      1409.1      -248.7       -20.1       103.7      -103.7       117.5        13.8       100.2       100.2        57.8        57.8       -78.0       -71.4        31.6
         525          22          20      1409.1      -486.0       -20.1       103.7      -103.7       132.5        13.8       110.2       110.2        47.5        47.5       -63.5       -61.4        39.3
         526          22          21      1409.1      -672.2       -20.1       103.7      -103.7       147.5        13.8       118.5       118.5        35.0        35.0       -46.6       -56.5        46.0
         527          22          22      1409.1      -794.7       -20.1       103.7      -103.7       162.5        13.8       124.3       124.3        20.0        20.0       -26.6       -54.0        50.9
         528          22          23      1409.1      -845.0       -20.1       103.7      -103.7       177.5        13.8       126.8       126.8         2.9         2.9        -3.9       -53.1        53.1
         529          23           0      1408.8      -823.7       -19.9       103.6      -103.6      -167.5        13.8       125.8       125.8       -14.5       -14.5        19.2       -53.3        51.7
         530          23           1      1408.8      -724.5       -19.9       103.6      -103.6      -152.5        13.8       120.9       120.9       -30.4       -30.4        40.2       -55.2        47.7
         531          23           2      1408.8      -558.2       -19.9       103.6      -103.6      -137.5        13.8       113.3       113.3       -43.8       -43.8        58.1       -59.1        41.5
         532          23           3      1408.8      -336.0       -19.9       103.6      -103.6      -122.5        13.8       103.8       103.8       -54.8       -54.8        73.3       -67.0        34.1
         533          23           4      1408.8       -73.1       -19.9       103.6      -103.6      -107.5        13.8        93.0        93.0       -63.9       -63.9        86.7       -83.3        26.1
         534          23           5      1408.8       212.5       -19.9       103.6      -103.6       -92.5        13.8        81.3        81.3       -71.9       -71.9       -80.9        63.9        17.9
         535          23           6      1408.8       501.5       -19.9       103.6      -103.6       -77.5        13.8        69.1        69.1       -79.2       -79.2       -68.8        26.1        10.0
         536          23           7      1408.8       774.0       -19.9       103.6      -103.6       -62.5        13.8        56.7        56.7       -86.7       -86.7       -56.6         5.1         2.8
         537          23           8      1408.8      1011.6       -19.9       103.6      -103.6       -47.5        13.8        44.1        44.1       -95.0       -95.0       -44.0        -4.8        -3.5
         538          23           9      1408.8      1198.1       -19.9       103.6      -103.6       -32.5        13.8        31.7        31.7      -106.2      -106.2       -30.7        -9.8        -8.4
         539          23          10      1408.8      1320.7       -19.9       103.6      -103.6       -17.5        13.8        20.4        20.4      -125.7      -125.7       -16.8       -12.2       -11.7
         540          23          11      1408.8      1371.0       -19.9       103.6      -103.6        -2.5        13.8        13.3        13.3      -169.7      -169.7        -2.4       -13.1       -13.1
         541          23          12      1408.8      1345.8       -19.9       103.6      -103.6        12.5        13.8        17.2        17.2       136.5       136.5        12.0       -12.7       -12.4
         542          23          13      1408.8      1246.5       -19.9       103.6      -103.6        27.5        13.8        27.8        27.8       111.3       111.3        26.1       -10.8        -9.7
         543          23          14      1408.8      1080.2       -19.9       103.6      -103.6        42.5        13.8        39.9        39.9        98.3        98.3        39.6        -6.9        -5.3
         544          23          15      1408.8       858.0       -19.9       103.6      -103.6        57.5        13.8        52.5        52.5        89.3        89.3        52.5         1.0         0.6
         545          23          16      1408.8       595.1       -19.9       103.6      -103.6        72.5        13.8        65.0        65.0        81.7        81.7        64.8        17.3         7.5
         546          23          17      1408.8       309.5       -19.9       103.6      -103.6        87.5        13.8        77.3        77.3        74.4        74.4        76.8        50.1        15.2
         547          23          18      1408.8        20.5       -19.9       103.6      -103.6       102.5        13.8        89.2        89.2        66.7        66.7        89.1        87.9        23.3
         548          23          19      1408.8      -252.0       -19.9       103.6      -103.6       117.5        13.8       100.3       100.3        58.0        58.0       -77.9       -71.1        31.5
         549          23          20      1408.8      -489.6       -19.9       103.6      -103.6       132.5        13.8       110.3       110.3        47.7        47.7       -63.4       -61.2        39.1
         550          23          21      1408.8      -676.1       -19.9       103.6      -103.6       147.5        13.8       118.7       118.7        35.2        35.2       -46.5       -56.2        45.8
         551          23          22      1408.8      -798.7       -19.9       103.6      -103.6       162.5        13.8       124.5       124.5        20.1        20.1       -26.5       -53.8        50.7
         552          23          23      1408.8      -849.0       -19.9       103.6      -103.6       177.5        13.8       127.1       127.1         2.9         2.9        -3.9       -52.9        52.8
         553          24           0      1408.5      -827.8       -19.7       103.4      -103.4      -167.5        13.8       126.0       126.0       -14.6       -14.6        19.1       -53.1        51.5
         554          24           1      1408.5      -728.5       -19.7       103.4      -103.4      -152.5        13.8       121.1       121.1       -30.5       -30.5        40.1       -54.9        47.5
         555          24           2      1408.5      -562.0       -19.7       103.4      -103.4      -137.5        13.8       113.5       113.5       -43.9       -43.9        57.9       -58.9        41.3
         556          24           3      1408.5      -339.5       -19.7       103.4      -103.4      -122.5        13.8       103.9       103.9       -54.9       -54.9        73.1       -66.6        33.9
         557          24           4      1408.5       -76.3       -19.7       103.4      -103.4      -107.5        13.8        93.1        93.1       -64.1       -64.1        86.5       -82.9        25.9
         558          24           5      1408.5       209.7       -19.7       103.4      -103.4       -92.5        13.8        81.4        81.4       -72.1       -72.1       -81.0        64.0        17.7
         559          24           6      1408.5       498.9       -19.7       103.4      -103.4       -77.5        13.8        69.3        69.3       -79.4       -79.4       -68.9        25.8         9.9
         560          24           7      1408.5       771.8       -19.7       103.4      -103.4       -62.5        13.8        56.8        56.8       -86.9       -86.9       -56.7         4.7         2.6
         561          24           8      1408.5      1009.7       -19.7       103.4      -103.4       -47.5        13.8        44.2        44.2       -95.3       -95.3       -44.1        -5.1        -3.7
         562          24           9      1408.5      1196.4       -19.7       103.4      -103.4       -32.5        13.8        31.9        31.9      -106.5      -106.5       -30.8       -10.0        -8.6
         563          24          10      1408.5      1319.1       -19.7       103.4      -103.4       -17.5        13.8        20.5        20.5      -126.2      -126.2       -16.8       -12.5       -11.9
         564          24          11      1408.5      1369.5       -19.7       103.4      -103.4        -2.5        13.8        13.5        13.5      -169.9      -169.9        -2.4       -13.3       -13.3
         565          24          12      1408.5      1344.2       -19.7       103.4      -103.4        12.5        13.8        17.4        17.4       137.0       137.0        12.1       -12.9       -12.6
         566          24          13      1408.5      1244.9       -19.7       103.4      -103.4        27.5        13.8        27.9        27.9       111.7       111.7        26.2       -11.1        -9.9
         567          24          14      1408.5      1078.3       -19.7       103.4      -103.4        42.5        13.8        40.0        40.0        98.6        98.6        39.7        -7.1        -5.5
         568          24          15      1408.5       855.9       -19.7       103.4      -103.4        57.5        13.8        52.6        52.6        89.5        89.5        52.6         0.6         0.4
         569          24          16      1408.5       592.7       -19.7       103.4      -103.4        72.5        13.8        65.1        65.1        81.9        81.9        64.9        16.9         7.4
         570          24          17      1408.5       306.7       -19.7       103.4      -103.4        87.5        13.8        77.4        77.4        74.6        74.6        77.0        50.0        15.1
         571          24          18      1408.5        17.4       -19.7       103.4      -103.4       102.5        13.8        89.3        89.3        66.8        66.8        89.2        88.2        23.2
         572          24          19      1408.5      -255.5       -19.7       103.4      -103.4       117.5        13.8       100.4       100.4        58.1        58.1       -77.7       -70.7        31.3
         573          24          20      1408.5      -493.3       -19.7       103.4      -103.4       132.5        13.8       110.5       110.5        47.8        47.8       -63.2       -60.9        39.0
         574          24          21      1408.5      -680.0       -19.7       103.4      -103.4       147.5        13.8       118.9       118.9        35.3        35.3       -46.3       -56.0        45.6
         575          24          22      1408.5      -802.7       -19.7       103.4      -103.4       162.5        13.8       124.7       124.7        20.2        20.2       -26.4       -53.5        50.5
         576          24          23      1408.5      -853.1       -19.7       103.4      -103.4       177.5        13.8       127.3       127.3         3.0         3.0        -3.9       -52.7        52.6
         577          25           0      1408.2      -832.0       -19.4       103.3      -103.3      -167.5        13.8       126.2       126.2       -14.7       -14.7        19.1       -52.9        51.3
         578          25           1      1408.2      -732.6       -19.4       103.3      -103.3      -152.5        13.8       121.3       121.3       -30.7       -30.7        39.9       -54.7        47.3
         579          25           2      1408.2      -565.8       -19.4       103.3      -103.3      -137.5        13.8       113.7       113.7       -44.1       -44.1        57.8       -58.6        41.1
         580          25           3      1408.2      -343.1       -19.4       103.3      -103.3      -122.5        13.8       104.1       104.1       -55.1       -55.1        73.0       -66.3        33.7
         581          25           4      1408.2       -79.6       -19.4       103.3      -103.3      -107.5        13.8        93.2        93.2       -64.3       -64.3        86.4       -82.6        25.7
         582          25           5      1408.2       206.7       -19.4       103.3      -103.3       -92.5        13.8        81.6        81.6       -72.3       -72.3       -81.1        64.0        17.6
         583          25           6      1408.2       496.3       -19.4       103.3      -103.3       -77.5        13.8        69.4        69.4       -79.7       -79.7       -69.1        25.5         9.7
         584          25           7      1408.2       769.5       -19.4       103.3      -103.3       -62.5        13.8        56.9        56.9       -87.1       -87.1       -56.8         4.4         2.4
         585          25           8      1408.2      1007.7       -19.4       103.3      -103.3       -47.5        13.8        44.3        44.3       -95.6       -95.6       -44.2        -5.4        -3.9
         586          25           9      1408.2      1194.5       -19.4       103.3      -103.3       -32.5        13.8        32.0        32.0      -106.9      -106.9       -30.8       -10.3        -8.9
         587          25          10      1408.2      1317.4       -19.4       103.3      -103.3       -17.5        13.8        20.7        20.7      -126.6      -126.6       -16.9       -12.7       -12.2
         588          25          11      1408.2      1367.9       -19.4       103.3      -103.3        -2.5        13.8        13.7        13.7      -170.0      -170.0        -2.4       -13.5       -13.5
         589          25          12      1408.2      1342.6       -19.4       103.3      -103.3        12.5        13.8        17.6        17.6       137.4       137.4        12.1       -13.1       -12.8
         590          25          13      1408.2      1243.1       -19.4       103.3      -103.3        27.5        13.8        28.0        28.0       112.1       112.1        26.3       -11.3       -10.2
         591          25          14      1408.2      1076.4       -19.4       103.3      -103.3        42.5        13.8        40.2        40.2        98.9        98.9        39.8        -7.4        -5.7
         592          25          15      1408.2       853.7       -19.4       103.3      -103.3        57.5        13.8        52.7        52.7        89.8        89.8        52.7         0.3         0.2
         593          25          16      1408.2       590.2       -19.4       103.3      -103.3        72.5        13.8        65.2        65.2        82.1        82.1        65.0        16.6         7.2
         594          25          17      1408.2       303.9       -19.4       103.3      -103.3        87.5        13.8        77.5        77.5        74.8        74.8        77.1        50.0        14.9
         595          25          18      1408.2        14.2       -19.4       103.3      -103.3       102.5        13.8        89.4        89.4        67.0        67.0        89.4        88.5        23.0
         596          25          19      1408.2      -259.0       -19.4       103.3      -103.3       117.5        13.8       100.6       100.6        58.3        58.3       -77.6       -70.4        31.1
         597          25          20      1408.2      -497.1       -19.4       103.3      -103.3       132.5        13.8       110.7       110.7        48.0        48.0       -63.1       -60.6        38.8
         598          25          21      1408.2      -684.0       -19.4       103.3      -103.3       147.5        13.8       119.1       119.1        35.4        35.4       -46.2       -55.7        45.4
         599          25          22      1408.2      -806.9       -19.4       103.3      -103.3       162.5        13.8       125.0       125.0        20.2        20.2       -26.3       -53.3        50.3
         600          25          23      1408.2      -857.4       -19.4       103.3      -103.3       177.5        13.8       127.5       127.5         3.0         3.0        -3.9       -52.5        52.4
         601          26           0      1407.9      -836.3       -19.2       103.1      -103.1      -167.5        13.7       126.4       126.4       -14.7       -14.7        19.0       -52.6        51.1
         602          26           1      1407.9      -736.7       -19.2       103.1      -103.1      -152.5        13.7       121.6       121.6       -30.8       -30.8        39.8       -54.4        47.1
         603          26           2      1407.9      -569.8       -19.2       103.1      -103.1      -137.5        13.7       113.9       113.9       -44.2       -44.2        57.6       -58.3        40.9
         604          26           3      1407.9      -346.8       -19.2       103.1      -103.1      -122.5        13.7       104.3       104.3       -55.3       -55.3        72.8       -66.0        33.5
         605          26           4      1407.9       -83.0       -19.2       103.1      -103.1      -107.5        13.7        93.4        93.4       -64.4       -64.4        86.3       -82.2        25.5
         606          26           5      1407.9       203.7       -19.2       103.1      -103.1       -92.5        13.7        81.7        81.7       -72.4       -72.4       -81.3        64.1        17.4
         607          26           6      1407.9       493.6       -19.2       103.1      -103.1       -77.5        13.7        69.5        69.5       -79.9       -79.9       -69.2        25.2         9.5
         608          26           7      1407.9       767.1       -19.2       103.1      -103.1       -62.5        13.7        57.0        57.0       -87.4       -87.4       -57.0         4.0         2.2
         609          26           8      1407.9      1005.6       -19.2       103.1      -103.1       -47.5        13.7        44.4        44.4       -95.9       -95.9       -44.3        -5.7        -4.1
         610          26           9      1407.9      1192.7       -19.2       103.1      -103.1       -32.5        13.7        32.1        32.1      -107.3      -107.3       -30.9       -10.6        -9.1
         611          26          10      1407.9      1315.7       -19.2       103.1      -103.1       -17.5        13.7        20.8        20.8      -127.1      -127.1       -16.9       -12.9       -12.4
         612          26          11      1407.9      1366.2       -19.2       103.1      -103.1        -2.5        13.7        14.0        14.0      -170.2      -170.2        -2.4       -13.8       -13.8
         613          26          12      1407.9      1340.9       -19.2       103.1      -103.1        12.5        13.7        17.7        17.7       137.9       137.9        12.1       -13.4       -13.1
         614          26          13      1407.9      1241.3       -19.2       103.1      -103.1        27.5        13.7        28.2        28.2       112.5       112.5        26.3       -11.6       -10.4
