#  day  time	GHI	DNI	DHI	Tamb	rH	WS12	WS06	WD
#  [day]  [time]	[W/m2]	[W/m2]	[W/m2]	[C]	[%]	[m/s]	[m/s]	[°]
23/11/2013 08:00	480.3	828	96.9	15.52	14.72	3.019	2.841	199
23/11/2013 08:10	524.5	858	97.3	16.45	13.67	3.301	3.303	192
23/11/2013 08:20	567.7	880	98.9	17.56	12.8	2.59	2.59	198
23/11/2013 08:30	610.1	901	99.5	18.73	12.04	2.31	2.192	187
23/11/2013 08:40	651.8	919	100	19.85	11.93	1.896	1.872	190
23/11/2013 08:50	690.9	931	102.1	20.58	11.69	1.551	1.454	199
23/11/2013 09:00	729	941	104.3	21.43	11.29	1.343	1.283	210
23/11/2013 09:10	766.9	951	106.5	21.89	11.32	1	1.059	218
23/11/2013 09:20	803	962	107.4	23.14	10.78	0.508	0.575	316
23/11/2013 09:30	837	969	109.5	24.22	9.86	1.047	0.937	315
23/11/2013 09:40	871	980	109	23.56	10.49	0.968	0.856	75
23/11/2013 09:50	905	992	107.9	25.06	9.77	1.109	1.129	35
23/11/2013 10:00	938	1004	106.8	24.64	10.38	1.795	1.651	4
23/11/2013 10:10	967	1011	107.1	25.48	10.14	2.497	2.369	3
23/11/2013 10:20	995	1018	107.4	25.38	10.7	2.528	2.261	8
23/11/2013 10:30	1019	1022	108.5	25.71	10.9	3.158	2.921	18
23/11/2013 10:40	1044	1027	109	25.48	11.24	3.793	3.543	24
23/11/2013 10:50	1066	1034	108	26.33	10.77	3.243	2.919	21
23/11/2013 11:00	1085	1037	108.5	26.92	10.47	3.713	3.34	7
23/11/2013 11:10	1106	1045	106.6	27.52	10.22	3.645	3.246	341
23/11/2013 11:20	1120	1044	108.7	27.81	10.02	3.287	2.965	4
23/11/2013 11:30	1134	1046	109.3	28.15	9.79	3.218	2.92	9
23/11/2013 11:40	1146	1047	110.2	28.41	9.51	3.474	3.092	1
23/11/2013 11:50	1156	1048	111.2	28.71	9.13	4.597	4.244	31
23/11/2013 12:00	1163	1050	109.4	29.17	8.9	3.985	3.356	356
23/11/2013 12:10	1170	1056	106.5	29.31	8.48	3.95	3.452	7
23/11/2013 12:20	1174	1059	104.3	29.81	8.24	5.113	4.532	28
23/11/2013 12:30	1175	1060	102.9	30.15	7.426	4.204	3.863	12
23/11/2013 12:40	1174	1061	103.7	31.27	6.757	4.911	4.328	345
23/11/2013 12:50	1169	1055	106.1	30.46	6.938	5.81	5.286	22
23/11/2013 13:00	1164	1054	106.9	30.86	6.924	5.674	5.141	12
23/11/2013 13:10	1156	1052	106.9	30.84	6.822	5.204	4.757	14
23/11/2013 13:20	1145	1048	108.2	31.25	6.703	6.555	5.578	8
23/11/2013 13:30	1131	1041	109.9	31.42	6.661	6.36	5.538	21
23/11/2013 13:40	1118	1042	107.6	32.01	6.357	5.733	4.913	8
23/11/2013 13:50	1101	1038	107	31.81	6.445	5.518	4.818	34
23/11/2013 14:00	1085	1037	106.2	32.27	6.214	7.052	6.003	10
23/11/2013 14:10	1063	1027	109.1	31.86	6.445	6.898	6.062	9
23/11/2013 14:20	1040	1020	109.6	32.23	6.019	7.266	6.628	5
23/11/2013 14:30	1017	1016	109.2	32.61	5.573	6.182	5.248	353
23/11/2013 14:40	991	1011	107.5	32.6	5.397	6.559	5.662	0
23/11/2013 14:50	967	1012	105	32.62	5.152	5.618	4.858	1
23/11/2013 15:00	937	1002	104.9	32.61	4.889	7.022	5.992	8
23/11/2013 15:10	907	995	104.7	33.14	4.565	5.76	4.885	359
23/11/2013 15:20	872	980	106.7	32.7	4.76	5.458	4.907	347
23/11/2013 15:30	836	965	107.2	32.74	4.89	5.258	4.797	20
23/11/2013 15:40	802	948	112.2	32.69	5.048	5.966	5.024	331
23/11/2013 15:50	763.2	932	111.7	32.18	5.202	3.355	3.208	225
23/11/2013 16:00	724.6	923	107.8	32.7	4.885	4.058	3.698	39
23/11/2013 16:10	688.8	916	105.3	32.42	4.966	4.243	3.775	349
23/11/2013 16:20	652.4	899	107.7	31.91	5.106	4.267	3.743	212
23/11/2013 16:30	604.7	860	112.9	32.92	4.635	8.98	7.786	293
23/11/2013 16:40	568	874	98.4	32.72	4.506	8.95	7.721	292
23/11/2013 16:50	524.7	854	95.6	32.31	4.651	8.4	6.878	290
23/11/2013 17:00	481.6	836	91	31.76	4.747	7.808	6.308	281
23/11/2013 17:10	440.3	823	85	31.58	4.652	7.507	6.2	284
23/11/2013 17:20	398.2	807	78.67	31.07	4.909	7.58	5.994	278
23/11/2013 17:30	355.1	785.9	72.39	29.89	5.854	8.66	6.635	261
23/11/2013 17:40	310.3	750.8	67.91	29.58	6.073	8.94	7.026	264
23/11/2013 17:50	267.1	715	62.89	28.95	6.584	9.06	6.917	263
23/11/2013 18:00	224	670.1	57.43	28.28	6.952	9	6.919	265
23/11/2013 18:10	182.2	618.5	51.18	27.82	6.758	8.35	6.512	266
23/11/2013 18:20	142.5	561.5	44.03	27.19	6.52	8.18	6.471	267
23/11/2013 18:30	95.4	411.5	36.54	26.49	5.609	7.436	5.885	270
23/11/2013 18:40	53.25	235.1	28.43	26.02	5.994	6.416	5.113	274
23/11/2013 18:50	34.88	222.4	18.91	25.41	6.578	6.595	5.089	274
23/11/2013 19:00	11.77	55.03	9.05	24.71	7.113	6.299	4.887	272
23/11/2013 19:10	1.326	0.118	1.244	24.08	7.483	5.706	4.441	269
23/11/2013 19:20	0	0.016	0	23.6	7.337	5.052	3.931	271
23/11/2013 19:30	0	0.009	0	23.08	7.728	4.68	3.523	267
23/11/2013 19:40	0	0.014	0	22.72	7.457	4.068	3.089	265
23/11/2013 19:50	0	0.038	0	22.54	6.989	3.834	2.774	261
23/11/2013 20:00	0	0.011	0	22.22	7.029	3.054	2.166	255
23/11/2013 20:10	0	0.024	0	21.75	6.444	2.854	2.095	244
23/11/2013 20:20	0	0.014	0	21.69	6.397	1.571	1.287	224
23/11/2013 20:30	0	0.006	0	21.63	6.079	2.031	1.558	237
23/11/2013 20:40	0	0.048	0	21.44	6.412	3.327	2.901	147
23/11/2013 20:50	0	0.035	0	21.2	7.529	1.94	1.518	137
23/11/2013 21:00	0	0.059	0	20.78	9.32	1.362	1.025	119
23/11/2013 21:10	0	0.016	0	21.16	10.89	1.911	1.389	94
23/11/2013 21:20	0	0.043	0	20.83	11.98	1.558	1.364	165
23/11/2013 21:30	0	0.066	0	19.79	13.68	0.992	0.854	148
23/11/2013 21:40	0	0.054	0	20.01	12.35	1.849	1.415	38
23/11/2013 21:50	0	0.026	0	19.83	10.03	2.824	2.394	37
23/11/2013 22:00	0	0.026	0	18.67	9.28	3.987	3.288	35
23/11/2013 22:10	0	0.036	0	18.05	9.71	3.372	2.21	15
23/11/2013 22:20	0	0.009	0	17.21	12.78	2.65	1.934	1
23/11/2013 22:30	0	0.073	0	16.65	14.41	3.553	2.21	353
23/11/2013 22:40	0	0.029	0	16.05	15.74	4.653	2.654	5
23/11/2013 22:50	0	0.049	0	16.04	17.35	4.801	3.246	10
23/11/2013 23:00	0	0.007	0	15.77	18.59	4.699	3.007	7
23/11/2013 23:10	0	0.059	0	15.58	19.4	4.625	3.337	13
23/11/2013 23:20	0	0.039	0	15.08	20.08	4.557	2.883	9
23/11/2013 23:30	0	0.024	0	14.52	21.06	4.817	2.697	3
23/11/2013 23:40	0	0.045	0	14.19	22.86	4.55	2.552	355
23/11/2013 23:50	0	0.053	0	13.58	24.71	4.163	2.558	349
24/11/2013 00:00	0	0.024	0	13.13	27.59	4.858	2.991	348
24/11/2013 00:10	0	0.029	0	12.9	28.96	4.462	2.818	343
24/11/2013 00:20	0	0.016	0	12.76	30.53	4.7	2.96	348
24/11/2013 00:30	0	0.034	0	12.64	32.05	4.791	2.906	347
24/11/2013 00:40	0	0.004	0	12.62	33.79	4.5	2.741	345
24/11/2013 00:50	0	0.022	0	12.41	34.58	4.21	2.518	338
24/11/2013 01:00	0	0.011	0	12.46	34.72	3.834	2.56	326
24/11/2013 01:10	0	0.025	0	12.61	34.01	3.239	2.126	316
24/11/2013 01:20	0	0.022	0	13.12	32.19	3.51	2.44	313
24/11/2013 01:30	0	0.034	0	13.01	31.29	2.407	1.452	309
24/11/2013 01:40	0	0.023	0	12.65	30.15	1.343	1.032	253
24/11/2013 01:50	0	0.011	0	11.79	25.73	1.291	1.131	203
24/11/2013 02:00	0	0.064	0	11.42	25.86	1.503	1.336	197
24/11/2013 02:10	0	0.019	0	11.4	29.41	2.099	1.821	178
24/11/2013 02:20	0	0.023	0	11.15	30.37	1.328	1.16	192
24/11/2013 02:30	0	0.039	0	11.3	29.78	1.711	1.252	197
24/11/2013 02:40	0	0.016	0	11.68	28.71	1.446	1.075	214
24/11/2013 02:50	0	0.01	0	11.73	27.54	1.294	1.18	202
24/11/2013 03:00	0	0.026	0	10.56	27.14	1.758	1.836	164
24/11/2013 03:10	0	0.024	0	9.95	27.18	2.185	1.544	156
24/11/2013 03:20	0	0.011	0	10.08	26.98	2.229	1.818	163
24/11/2013 03:30	0	0.053	0	10.09	26.42	2.111	1.525	163
24/11/2013 03:40	0	0.041	0	9.97	26.21	2.054	1.552	166
24/11/2013 03:50	0	0.041	0	9.98	26.31	2.113	1.716	173
24/11/2013 04:00	0	0.025	0	10.11	26.83	2.092	1.692	188
24/11/2013 04:10	0	0.041	0	9.48	26.78	1.415	1.158	221
24/11/2013 04:20	0	0.013	0	8.24	27.76	1.935	1.449	226
24/11/2013 04:30	0	0.049	0	7.132	26.91	2.541	1.828	232
24/11/2013 04:40	0	0.01	0	7.099	23.89	3.17	2.541	211
24/11/2013 04:50	0	0.039	0	8.35	22.03	3.183	2.612	194
24/11/2013 05:00	0	0.038	0	8.96	22.1	3.711	3.335	192
24/11/2013 05:10	0	0.064	0	9.16	21.01	3.988	3.457	190
24/11/2013 05:20	0	0.019	0	9.08	20.22	4.231	3.782	190
24/11/2013 05:30	0	0.036	0	9.17	20.2	4.217	3.894	185
24/11/2013 05:40	0	0.016	0	8.6	21	3.952	3.546	185
24/11/2013 05:50	1.379	0.029	1.388	8.86	20.56	3.347	3.075	184
24/11/2013 06:00	10.06	2.168	9.39	8.91	20.56	3.652	3.186	192
24/11/2013 06:10	30.24	128.7	20.64	9.18	20.67	3.307	2.945	192
24/11/2013 06:20	59.41	275.7	30.87	8.7	19.35	1.948	1.676	224
24/11/2013 06:30	94.6	395.7	40.38	8.85	18.88	2.759	2.167	218
24/11/2013 06:40	134.3	497.2	48.55	9.6	18.08	2.453	2.052	196
24/11/2013 06:50	176.3	582.4	54.97	10.7	17.43	2.278	2.077	195
24/11/2013 07:00	219.4	648.7	60.64	11.25	16.75	1.903	1.728	207
24/11/2013 07:10	262.7	700.9	65.43	12.17	16.08	1.835	1.576	224
24/11/2013 07:20	306.3	741.7	70.2	12.81	15.34	2.326	2.23	216
24/11/2013 07:30	349.5	775.1	74.36	13.7	14.18	2.457	2.062	219
24/11/2013 07:40	393	803	78.79	14.71	13.49	2.79	2.519	210
24/11/2013 07:50	435.2	824	83.3	15.61	13.13	3.137	2.743	208
24/11/2013 08:00	477.8	846	86.4	16.74	12.55	3.103	2.903	202
24/11/2013 08:10	520.4	865	89.6	17.58	12.3	3.458	3.408	195
24/11/2013 08:20	563.1	882	93	18.31	12.04	3.1	3.008	199
24/11/2013 08:30	605.5	902	93.9	19.35	11.43	2.993	2.94	192
24/11/2013 08:40	647.5	920	94.8	20.11	10.83	2.69	2.607	195
24/11/2013 08:50	687.6	933	96.4	20.93	10.32	2.169	2.056	197
24/11/2013 09:00	725.8	945	97.5	21.66	10.35	2.216	2.195	172
24/11/2013 09:10	763.1	956	98.1	22.23	11.38	1.373	1.231	155
24/11/2013 09:20	800	969	97.8	22.97	11.43	0.841	0.916	11
24/11/2013 09:30	836	980	98.4	24.16	10.49	0.939	1.031	303
24/11/2013 09:40	869	988	99.4	24.35	10.69	0.822	0.845	321
24/11/2013 09:50	901	995	99.6	23.93	11.69	1.079	1.073	38
24/11/2013 10:00	931	1002	100	25.06	10.67	1.06	1.048	265
24/11/2013 10:10	960	1008	101.6	25.32	10.69	1.274	1.103	287
24/11/2013 10:20	988	1016	101.5	26.24	10.16	1.404	1.351	306
24/11/2013 10:30	1014	1022	101	26.04	10.38	1.763	1.622	17
24/11/2013 10:40	1038	1027	101.2	26.93	9.98	2.282	2.056	334
24/11/2013 10:50	1059	1029	103.6	26.8	10.17	2.575	2.348	344
24/11/2013 11:00	1078	1032	103.6	27.42	9.95	2.467	2.233	342
24/11/2013 11:10	1096	1033	105.9	27.33	9.82	3.25	2.875	353
24/11/2013 11:20	1112	1033	107.8	27.74	9.76	3.045	2.745	355
24/11/2013 11:30	1125	1035	108.9	27.92	9.71	3.591	3.161	358
24/11/2013 11:40	1139	1039	108.1	27.67	9.89	3.228	2.746	12
24/11/2013 11:50	1147	1037	110.2	28.41	9.43	4.216	3.774	17
24/11/2013 12:00	1155	1038	110.7	29.86	8.67	5.116	4.394	343
24/11/2013 12:10	1161	1040	110.1	29.29	9.24	4.787	4.085	1
24/11/2013 12:20	1165	1043	108.5	29.26	9.5	4.817	4.21	16
24/11/2013 12:30	1165	1041	109.3	29.48	9.47	5.02	4.483	16
24/11/2013 12:40	1163	1042	108	29.73	9.34	5.593	4.957	4
24/11/2013 12:50	1164	1046	106.9	29.99	9.17	5.513	4.818	20
24/11/2013 13:00	1155	1042	107.3	30.03	8.96	6.348	5.773	13
24/11/2013 13:10	1151	1045	106.3	31.33	8.16	6.769	5.689	4
24/11/2013 13:20	1140	1044	104	31	8.08	6.941	6.079	11
24/11/2013 13:30	1128	1043	102.6	30.92	8.13	7.176	6.446	17
24/11/2013 13:40	1116	1044	100.5	31.39	7.91	7.576	6.628	12
24/11/2013 13:50	1103	1047	97.9	31.12	8.11	7.319	6.374	1
24/11/2013 14:00	1084	1044	96.7	31.38	7.95	6.042	5.393	13
24/11/2013 14:10	1062	1036	97.7	31	8.25	7.461	6.929	20
24/11/2013 14:20	1039	1028	98.8	31.1	8.35	7.729	7.163	39
24/11/2013 14:30	1014	1022	98.9	31.6	8.41	7.762	6.8	12
24/11/2013 14:40	989	1016	98.7	31.64	8.46	7.739	6.8	16
24/11/2013 14:50	961	1009	98	31.62	8.37	7.964	7.12	26
24/11/2013 15:00	934	1006	96.1	31.92	7.729	7.755	6.978	12
24/11/2013 15:10	905	1003	93.8	32.55	7.027	8.99	7.435	0
24/11/2013 15:20	873	996	92	31.55	7.669	6.563	5.818	12
24/11/2013 15:30	841	989	91.5	32.84	6.843	6.991	5.811	349
24/11/2013 15:40	794.2	940	107.7	32.59	7.818	6.118	5.366	348
24/11/2013 15:50	773.5	980	87.3	32.39	6.832	5.849	5.111	346
24/11/2013 16:00	733.3	967	85.1	32.65	6.602	6.116	5.253	2
24/11/2013 16:10	694.7	958	83	31.79	7.007	6.481	5.742	13
24/11/2013 16:20	654.8	946	81	32.13	6.694	6.082	5.233	1
24/11/2013 16:30	614.2	934	78.91	31.66	6.688	7.214	6.46	15
24/11/2013 16:40	572.1	919	76.88	31.59	6.328	8.32	7.111	7
24/11/2013 16:50	529.3	903	74.33	31.1	6.317	9.35	8.63	24
24/11/2013 17:00	488.4	889	71.4	30.74	6.316	9.54	8.97	26
24/11/2013 17:10	446.8	874	68.03	30.73	5.984	9.23	8.53	22
24/11/2013 17:20	404.8	854	65.03	30.41	6.088	9.39	9.01	26
24/11/2013 17:30	361.4	831	61.11	30.43	5.86	9.98	9.14	22
24/11/2013 17:40	318.3	807	56.36	30.06	5.788	9.8	9.21	22
24/11/2013 17:50	275.1	777	51.6	29.88	5.308	9.99	9.22	22
24/11/2013 18:00	231.5	732.2	48.2	29.71	5.445	9.39	8.09	7
24/11/2013 18:10	189.6	687.7	42.67	29.79	5.748	6.093	5.02	3
24/11/2013 18:20	148.5	629.7	36.65	29.31	6.213	2.907	2.635	338
24/11/2013 18:30	95.4	437.1	30.66	29.35	6.749	3.911	3.094	333
24/11/2013 18:40	58.13	322.9	24.66	28.72	7.376	4.305	3.495	313
24/11/2013 18:50	37.89	292.6	16.52	26.68	10.91	2.465	2.09	289
24/11/2013 19:00	11.93	73.4	8.15	25.91	11.03	1.458	1.184	332
24/11/2013 19:10	1.536	0.038	1.474	26.38	9.03	1.761	1.288	63
24/11/2013 19:20	0	0.028	0	25.58	7.861	4.966	4.186	26
24/11/2013 19:30	0	0.04	0	24.86	9.74	7.64	6.908	27
24/11/2013 19:40	0	0.014	0	23.71	15.77	9.5	8.8	27
24/11/2013 19:50	0	0.034	0	22.52	24.08	9.29	8.72	26
24/11/2013 20:00	0	0.001	0	21.6	27.77	8.86	8.11	22
24/11/2013 20:10	0	0.048	0	20.8	30.9	7.857	7.079	18
24/11/2013 20:20	0	0.03	0	19.85	35.02	8.19	7.062	15
24/11/2013 20:30	0	0.029	0	18.9	39.45	8.01	6.528	11
24/11/2013 20:40	0	0.034	0	18.04	43.99	7.04	5.853	12
24/11/2013 20:50	0	0.024	0	17.14	48.04	5.641	4.16	4
24/11/2013 21:00	0	0.004	0	16.23	52.61	5.313	3.736	1
24/11/2013 21:10	0	0.046	0	15.65	55.83	3.672	3	16
24/11/2013 21:20	0	0.048	0	15.14	58.31	1.97	1.769	21
24/11/2013 21:30	0	0.015	0	14.62	59.44	3.017	2.429	357
24/11/2013 21:40	0	0.014	0	13.79	63.31	5.136	4.483	15
24/11/2013 21:50	0	0.031	0	13.08	66.31	5.898	4.851	10
24/11/2013 22:00	0	0.017	0	12.76	67.69	5.165	3.823	4
24/11/2013 22:10	0	0.029	0	12.52	68.66	5.205	4.379	18
24/11/2013 22:20	0	0.022	0	12.51	68.7	2.708	2.292	53
24/11/2013 22:30	0	0.019	0	12.39	69.34	2.097	1.669	59
24/11/2013 22:40	0	0.034	0	12.35	69.05	2.271	1.879	64
24/11/2013 22:50	0	0.008	0	12.12	70.03	2.606	2.261	49
24/11/2013 23:00	0	0.054	0	11.89	71.23	2.644	2.306	51
24/11/2013 23:10	0	0.013	0	11.71	70.63	2.211	1.762	62
24/11/2013 23:20	0	0.048	0	11.41	71.21	2.033	1.636	21
24/11/2013 23:30	0	0.047	0	11.12	72.12	0.452	0.259	33
24/11/2013 23:40	0	0.034	0	10.98	75.58	0.994	0.855	11
24/11/2013 23:50	0	0.028	0	10.62	75.33	1.092	0.883	35
25/11/2013 00:00	0	0.041	0	10.31	72.89	1.863	1.429	35
25/11/2013 00:10	0	0.034	0	10.16	73.66	3.042	2.418	19
25/11/2013 00:20	0	0.004	0	9.96	76.51	2.62	2.045	50
25/11/2013 00:30	0	0.056	0	9.89	81.5	3.348	3.092	31
25/11/2013 00:40	0	0.036	0	9.62	85.2	3.925	3.62	27
25/11/2013 00:50	0	0.051	0	9.42	88	3.644	3.223	25
25/11/2013 01:00	0	0.056	0	9.11	88.9	3.065	2.636	22
25/11/2013 01:10	0	0.016	0	8.87	89.4	1.94	1.212	11
25/11/2013 01:20	0	0.054	0	8.75	89.8	1.581	0.932	1
25/11/2013 01:30	0	0.057	0	8.82	90.1	1.106	0.657	13
25/11/2013 01:40	0	0.019	0	8.69	90.6	1.517	1.071	29
25/11/2013 01:50	0	0.04	0	8.43	90.9	1.826	1.228	20
25/11/2013 02:00	0	0.064	0	8.5	91.2	1.464	0.834	356
25/11/2013 02:10	0	0.019	0	8.59	91.3	1.438	0.85	337
25/11/2013 02:20	0	0.04	0	8.73	91.4	0.462	0.312	78
25/11/2013 02:30	0	0.015	0	8.37	90.5	0.972	0.759	155
25/11/2013 02:40	0	0.049	0	8.25	88.5	1.24	1.206	198
25/11/2013 02:50	0	0.041	0	8.52	87.3	0.751	0.799	201
25/11/2013 03:00	0	0.041	0	8.39	86.6	0.934	0.902	193
25/11/2013 03:10	0	0.036	0	8.37	85.6	0.82	0.793	202
25/11/2013 03:20	0	0.026	0	8.2	85.7	1.213	1.144	192
25/11/2013 03:30	0	0	0	7.565	84.2	1.571	1.531	177
25/11/2013 03:40	0	0.027	0	6.994	85.1	1.98	1.763	182
25/11/2013 03:50	0	0.045	0	7.109	90.2	2.316	2.093	190
25/11/2013 04:00	0	0.024	0	7.329	91.3	2.092	1.908	190
25/11/2013 04:10	0	0.014	0	7.473	91.4	1.722	1.521	196
25/11/2013 04:20	0	0.025	0	7.263	89.4	2.262	2.092	191
25/11/2013 04:30	0	0.009	0	7.415	84.1	2.199	2.033	193
25/11/2013 04:40	0	0.016	0	7.385	80.4	2.308	2.131	196
25/11/2013 04:50	0	0.019	0	7.28	79.3	1.926	1.659	204
25/11/2013 05:00	0	0.026	0	6.264	79.44	1.745	1.391	206
25/11/2013 05:10	0	0.011	0	6.354	82.4	2.281	1.758	198
25/11/2013 05:20	0	0.058	0	6.281	82.8	2.235	1.857	192
25/11/2013 05:30	0	0.025	0	6.377	83.6	2.235	2.009	190
25/11/2013 05:40	0	0.023	0.009	6.41	83.9	2.254	2.027	191
25/11/2013 05:50	1.512	0.082	1.536	6.483	84.9	2.938	2.709	188
25/11/2013 06:00	10.09	2.539	9.3	6.517	85.9	3.376	3.081	188
25/11/2013 06:10	31.48	145	20.57	6.685	86.5	3.413	3.138	185
25/11/2013 06:20	61.15	287.9	31.12	6.811	86	3.188	3.018	184
25/11/2013 06:30	95.1	395.6	40.42	7.135	84.5	3.049	2.822	184
25/11/2013 06:40	133.3	489.8	48.53	7.562	82.1	3.434	3.235	182
25/11/2013 06:50	174.3	570	55.39	8.11	78.24	3.284	3.199	183
25/11/2013 07:00	215.1	628.7	61.14	8.71	74.11	3.49	3.403	185
25/11/2013 07:10	257.3	676.7	66.57	9.28	70.58	3.92	3.788	186
25/11/2013 07:20	300.5	717	71.66	9.93	67.89	4.056	4.014	183
25/11/2013 07:30	344.7	755.3	75.61	10.94	66.14	4.268	4.172	182
25/11/2013 07:40	390	791.3	79.01	11.85	64.26	4.294	4.127	184
25/11/2013 07:50	434.5	822	82.1	12.61	62.61	4.163	4.1	188
25/11/2013 08:00	477.4	847	84.9	13.29	59.45	3.677	3.573	190
25/11/2013 08:10	520.9	870	87.1	13.87	59.36	3.44	3.307	187
25/11/2013 08:20	564.9	894	88.6	14.75	56.14	3.077	3.028	195
25/11/2013 08:30	607.2	912	89.8	15.94	50.87	2.507	2.472	195
25/11/2013 08:40	647.9	929	90.7	17.23	44.33	2.439	2.4	183
25/11/2013 08:50	688.1	944	91.2	18.02	40.17	1.797	1.722	197
25/11/2013 09:00	726.3	956	92.1	18.59	37.28	1.559	1.417	181
25/11/2013 09:10	762.2	965	92.8	19.67	33.3	0.966	0.837	167
25/11/2013 09:20	801	980	92.7	20.2	32.5	0.919	0.841	187
25/11/2013 09:30	837	992	92	21.22	28.55	0.864	0.859	249
25/11/2013 09:40	872	1004	91.4	22.12	26.23	0.967	0.931	305
25/11/2013 09:50	905	1014	91.1	22.74	25.54	1	1.012	236
25/11/2013 10:00	935	1020	90.9	22.72	25.28	1.045	1.044	4
25/11/2013 10:10	966	1029	91.1	23.04	23.96	2.124	1.962	10
25/11/2013 10:20	995	1036	91.6	22.92	22.92	2.541	2.339	10
25/11/2013 10:30	1019	1041	91.3	24.12	20.32	3.102	2.589	7
25/11/2013 10:40	1044	1047	91.1	24.28	18.54	3.78	3.366	5
25/11/2013 10:50	1065	1050	91.9	24.69	17.17	4.302	3.932	23
25/11/2013 11:00	1086	1053	92.5	24.64	18.15	5.238	4.908	28
25/11/2013 11:10	1103	1054	94.1	25.68	15.92	6.037	5.361	16
25/11/2013 11:20	1118	1054	95.1	25.76	15.14	6.49	6.063	30
25/11/2013 11:30	1136	1064	92.1	26.26	13.57	6.455	5.782	16
25/11/2013 11:40	1146	1066	90.6	26.48	13.36	7.147	6.646	29
25/11/2013 11:50	1160	1072	89.7	27.02	10.97	6.006	5.465	20
25/11/2013 12:00	1165	1069	90.8	27.48	12.13	6.373	5.515	11
25/11/2013 12:10	1170	1069	90.9	27.61	11.75	6.404	5.844	25
25/11/2013 12:20	1174	1069	90.9	27.87	11.72	6.458	5.706	12
25/11/2013 12:30	1174	1068	91.7	28.11	11.37	5.866	5.08	14
25/11/2013 12:40	1171	1064	93.2	28.68	10.88	5.372	4.529	7
25/11/2013 12:50	1166	1060	94.6	29.24	10.85	5.95	5.082	356
25/11/2013 13:00	1159	1058	95.2	29.31	11.48	6.442	5.722	12
25/11/2013 13:10	1151	1055	96.3	29.31	11.82	7.251	6.179	2
25/11/2013 13:20	1141	1052	97	29.72	11.88	7.299	6.273	10
25/11/2013 13:30	1128	1048	97.8	29.14	12.79	7.143	6.529	19
25/11/2013 13:40	1113	1043	99.3	29.56	13.15	7.665	6.79	16
25/11/2013 13:50	1097	1039	100.3	29.52	13.51	7.815	7.089	21
25/11/2013 14:00	1080	1036	100.3	29.57	13.23	7.441	6.649	13
25/11/2013 14:10	1060	1033	99.7	29.9	13	7.581	6.501	10
25/11/2013 14:20	1040	1031	98.3	30.17	12.55	7.005	6.005	15
25/11/2013 14:30	1017	1028	96.9	30	12.12	6.208	5.675	19
25/11/2013 14:40	993	1024	96.4	30.75	11.39	7.01	6.154	9
25/11/2013 14:50	965	1018	95.3	29.9	11.88	5.665	5.191	18
25/11/2013 15:00	938	1012	95.4	30.82	11.49	6.878	5.872	10
25/11/2013 15:10	906	1003	95	30.51	11.85	5.875	5.243	14
25/11/2013 15:20	875	994	95.5	30.35	11.84	6.999	6.175	24
25/11/2013 15:30	839	981	96.2	30.63	11.54	7.302	6.241	19
25/11/2013 15:40	806	973	95.7	30.25	11.65	6.936	6.428	20
25/11/2013 15:50	769	962	94.2	30.33	11.46	6.524	6.056	23
25/11/2013 16:00	733.1	955	91.8	30.53	11.12	7.134	6.547	18
25/11/2013 16:10	695.7	948	89	30.32	11.21	7.991	7.336	27
25/11/2013 16:20	653.8	932	87.5	30.26	11.28	8.99	8.59	34
25/11/2013 16:30	614.6	919	86	30.26	10.97	9.88	9.49	32
25/11/2013 16:40	549.6	835	97.2	30.9	9.51	10.04	9.03	343
25/11/2013 16:50	534.9	903	77.12	30.82	7.997	5.659	4.795	290
25/11/2013 17:00	492.7	894	70.51	30.16	7.94	7.136	5.642	271
25/11/2013 17:10	448.5	873	66.87	29.85	8.09	7.233	5.627	270
25/11/2013 17:20	405.9	854	63.41	29.54	7.599	7.537	6.012	276
25/11/2013 17:30	362.4	831	59.43	29.12	7.828	7.54	6.01	276
25/11/2013 17:40	317.9	800	55.84	28.3	9.03	7.989	6.337	275
25/11/2013 17:50	274	765.2	52.04	28.07	9.14	6.974	5.531	277
25/11/2013 18:00	231.4	727.3	47.53	27.72	9.73	7.2	5.727	276
25/11/2013 18:10	189.3	678.1	42.72	27.31	10.4	6.605	5.217	269
25/11/2013 18:20	149.3	621.7	37.42	26.91	10.14	6.319	4.956	264
25/11/2013 18:30	92.9	405.7	31.57	26.4	10.88	6.47	5.023	268
25/11/2013 18:40	62.7	345.8	25.05	25.8	11.68	6.138	4.846	272
25/11/2013 18:50	36.62	244.4	17.59	25.31	11.42	6.596	5.043	269
25/11/2013 19:00	12.21	56.63	9.28	24.76	11.97	5.907	4.606	266
25/11/2013 19:10	1.656	0.09	1.55	24.24	13.36	5.217	3.803	261
25/11/2013 19:20	0	0.023	0	23.83	13.81	4.987	3.713	258
25/11/2013 19:30	0	0.021	0	23.42	14.84	4.273	3.183	253
25/11/2013 19:40	0	0.013	0	23.08	15.76	3.906	2.954	249
25/11/2013 19:50	0	0	0	22.86	17.3	3.913	2.85	244
25/11/2013 20:00	0	0.029	0	22.61	17.94	3.462	2.528	248
25/11/2013 20:10	0	0.002	0	22.6	18.49	2.526	2.112	275
25/11/2013 20:20	0	0.021	0	22.12	20.86	1.383	1.298	189
25/11/2013 20:30	0	0.026	0	22	22.86	1.959	1.637	76
