#  day  time	GHI	DNI	DHI	Tamb	rH	WS12	WS06	WD
#  [day]  [time]	[W/m2]	[W/m2]	[W/m2]	[C]	[%]	[m/s]	[m/s]	[°]
01/01/2013 00:10	0	0.006	0	15.18	9.81	1.989	1.396	232
01/01/2013 00:20	0	0.013	0	14.39	9.97	1.984	1.158	234
01/01/2013 00:30	0	0.017	0	14.29	9.77	1.975	1.385	223
01/01/2013 00:40	0	0.038	0	14.04	9.79	1.759	1.425	215
01/01/2013 00:50	0	0.016	0	13.61	9.82	1.725	1.327	225
01/01/2013 01:00	0	0.009	0	13.02	9.69	1.544	1.181	234
01/01/2013 01:10	0	0.014	0	12.8	9.83	1.807	1.229	230
01/01/2013 01:20	0	0.03	0	12.62	9.73	2.503	1.778	227
01/01/2013 01:30	0	0.047	0	12.04	9.89	2.126	1.536	225
01/01/2013 01:40	0	0.018	0	12.12	9.99	1.725	1.241	225
01/01/2013 01:50	0	0.002	0	11.64	10.13	2.189	1.629	215
01/01/2013 02:00	0	0.068	0	11.34	10.54	1.948	1.585	195
01/01/2013 02:10	0	0.019	0	11.17	10.88	1.894	1.495	202
01/01/2013 02:20	0	0.012	0	10.99	12.4	2.67	2.192	186
01/01/2013 02:30	0	0.046	0	11.29	13.24	2.249	1.961	188
01/01/2013 02:40	0	0.018	0	11.36	13.29	2.471	2.246	181
01/01/2013 02:50	0	0.013	0	11.3	13.51	2.173	1.853	188
01/01/2013 03:00	0	0.03	0	11.38	13.37	2.03	1.833	182
01/01/2013 03:10	0	0.049	0	11.47	13.31	2.251	1.757	193
01/01/2013 03:20	0	0.034	0	10.57	12.1	1.787	1.493	222
01/01/2013 03:30	0	0.031	0	9.26	11.7	2.276	1.616	222
01/01/2013 03:40	0	0.036	0	8.94	11.87	2.249	1.721	216
01/01/2013 03:50	0	0.032	0	9.06	12.24	2.568	2.05	216
01/01/2013 04:00	0	0.016	0	9	12.66	3.018	2.225	210
01/01/2013 04:10	0	0.038	0	9.18	12.75	2.548	1.693	220
01/01/2013 04:20	0	0.017	0	8.4	13.08	1.882	1.381	222
01/01/2013 04:30	0	0.041	0	8.4	13.34	1.898	1.378	221
01/01/2013 04:40	0	0.059	0	8.22	13.52	2.55	1.762	214
01/01/2013 04:50	0	0.029	0	8.68	13.94	2.395	1.705	215
01/01/2013 05:00	0	0.044	0	8.57	14.3	3.313	2.362	217
01/01/2013 05:10	0	0.041	0	8.62	14.4	3.123	2.349	219
01/01/2013 05:20	0	0.046	0	8.19	14.66	3.257	2.3	227
01/01/2013 05:30	0	0.029	0	7.625	14.47	3.157	2.312	228
01/01/2013 05:40	0	0.026	0	7.03	14.5	3.792	3.106	218
01/01/2013 05:50	0	0.01	0	6.853	14.55	3.123	2.515	215
01/01/2013 06:00	0.575	0.002	0.63	7.46	14.7	3.022	2.058	220
01/01/2013 06:10	6.181	1.069	5.847	8.08	14.5	3.177	2.504	197
01/01/2013 06:20	24.25	104.4	15.39	7.893	14.66	4.131	3.387	183
01/01/2013 06:30	65.35	375.5	26.24	9.04	14.13	4.329	3.671	189
01/01/2013 06:40	100.7	478.6	34.09	10.58	13.38	3.393	2.74	197
01/01/2013 06:50	139.6	569.6	39.52	10.34	13.13	4.017	3.358	181
01/01/2013 07:00	180.3	647.7	44.62	11.27	13.01	2.911	2.358	203
01/01/2013 07:10	218.8	694.3	49.94	11.65	12.65	2.937	2.497	211
01/01/2013 07:20	259.8	738.9	55.14	12.14	12.2	3.02	2.746	200
01/01/2013 07:30	300.8	773.6	60.02	13.25	11.69	3.233	3.008	202
01/01/2013 07:40	342.3	805	63.63	14.12	11.25	3.824	3.694	189
01/01/2013 07:50	385.1	837	65.83	15.97	10.42	3.089	2.85	175
01/01/2013 08:00	427.2	860	68.88	17.57	9.77	2.328	2.246	198
01/01/2013 08:10	469.7	883	70.58	18.46	9.41	2.659	2.535	193
01/01/2013 08:20	513	907	70.57	19.67	9.53	2.954	2.907	188
01/01/2013 08:30	556.1	929	70.37	20.53	9.36	2.222	2.195	174
01/01/2013 08:40	598.1	946	70.9	21.3	8.95	1.833	1.74	172
01/01/2013 08:50	639	959	71.8	22.11	8.34	1.607	1.611	158
01/01/2013 09:00	678.3	970	72.64	22.58	7.806	1.395	1.17	135
01/01/2013 09:10	716.9	981	72.78	23.61	7.107	0.834	0.712	110
01/01/2013 09:20	753.9	989	74.23	23.64	7.107	1.134	1.141	209
01/01/2013 09:30	790.2	998	74.84	24.11	6.87	0.685	0.741	227
01/01/2013 09:40	824	1004	76.09	25.25	6.461	1.044	1.029	328
01/01/2013 09:50	858	1010	77.1	25.31	6.711	1.318	1.223	9
01/01/2013 10:00	891	1016	78.83	25.4	7.031	1.895	1.745	18
01/01/2013 10:10	923	1021	79.9	25.81	6.873	2.146	1.911	13
01/01/2013 10:20	952	1025	80	26.54	6.641	1.923	1.673	353
01/01/2013 10:30	982	1031	80.8	26.18	6.766	2.669	2.456	31
01/01/2013 10:40	1010	1036	81.9	26.36	6.585	2.61	2.495	22
01/01/2013 10:50	1036	1040	82.5	26.97	6.124	2.566	2.318	22
01/01/2013 11:00	1057	1040	83.8	27.41	5.926	2.091	1.845	343
01/01/2013 11:10	1076	1041	85	28.88	5.404	2.286	2.07	343
01/01/2013 11:20	1095	1046	83.8	29.09	5.486	1.284	1.163	347
01/01/2013 11:30	1110	1049	82.4	29.22	5.741	1.146	1.119	26
01/01/2013 11:40	1125	1052	82.9	29.89	5.368	2.034	1.919	312
01/01/2013 11:50	1134	1051	83.8	29.34	5.159	1.982	1.819	41
01/01/2013 12:00	1144	1056	82.5	31.01	3.861	2.532	2.3	332
01/01/2013 12:10	1150	1057	81.7	30.16	4.34	2.2	2.036	15
01/01/2013 12:20	1154	1058	82.2	31.79	3.461	2.827	2.444	304
01/01/2013 12:30	1158	1061	81.2	32.2	3.196	2.301	2.093	324
01/01/2013 12:40	1156	1059	80.7	31.65	3.098	1.864	1.65	11
01/01/2013 12:50	1156	1056	82.5	31.12	3.196	2.328	2.08	357
01/01/2013 13:00	1156	1055	83.4	32.93	2.67	3.128	2.781	300
01/01/2013 13:10	1154	1054	83.7	32.81	2.88	2.293	2.123	299
01/01/2013 13:20	1148	1049	85.3	32.22	3.033	2.822	2.609	3
01/01/2013 13:30	1144	1049	86.3	31.88	3.29	2.713	2.494	8
01/01/2013 13:40	1136	1046	86	32.79	3.067	2.604	2.451	283
01/01/2013 13:50	1127	1045	87.1	33.35	2.936	2.328	2.167	313
01/01/2013 14:00	1114	1043	86.2	32.92	3.199	2.304	1.943	57
01/01/2013 14:10	1101	1040	86.5	34.26	2.917	3.623	3.122	331
01/01/2013 14:20	1084	1039	86	33.82	3.039	2.233	1.925	287
01/01/2013 14:30	1063	1034	86.4	34.05	2.871	3.419	3.078	355
01/01/2013 14:40	1043	1035	84.1	33.45	2.939	2.42	2.069	52
01/01/2013 14:50	1019	1034	82	34.36	2.686	2.759	2.537	7
01/01/2013 15:00	995	1032	81.5	33.92	2.768	4.01	3.575	357
01/01/2013 15:10	968	1030	79.9	34.04	2.924	4.248	3.652	360
01/01/2013 15:20	938	1025	78.63	33.83	3.052	2.709	2.364	356
01/01/2013 15:30	908	1021	78	34.22	2.86	4.32	3.796	6
01/01/2013 15:40	877	1017	77.08	34.25	2.672	3.844	3.453	357
01/01/2013 15:50	843	1010	75.93	34.17	2.85	4.31	3.719	356
01/01/2013 16:00	807	1000	74.92	35.19	2.72	4.652	3.938	328
01/01/2013 16:10	770.7	993	73.01	34.09	3.095	4.565	4.003	15
01/01/2013 16:20	732.1	982	71.95	34.19	3.139	4.248	3.725	2
01/01/2013 16:30	695.4	976	69.98	34.64	3.138	5.15	4.449	345
01/01/2013 16:40	657.8	973	67.04	33.59	3.42	2.966	2.784	6
01/01/2013 16:50	617.1	961	65.06	34.86	3.198	4.268	3.776	319
01/01/2013 17:00	575	948	63.07	34.97	3.281	3.364	3.032	327
01/01/2013 17:10	533.7	935	61.37	34.71	3.138	4.249	3.768	307
01/01/2013 17:20	490.6	919	58.71	34.31	2.915	4.813	4.128	294
01/01/2013 17:30	449.7	906	55.97	33.69	2.866	5.088	4.02	274
01/01/2013 17:40	406.1	884	53.3	33.25	2.822	5.532	4.467	269
01/01/2013 17:50	363.3	862	50.2	32.64	2.678	6.703	5.275	274
01/01/2013 18:00	320.1	830	47.32	32.01	2.77	6.993	5.448	277
01/01/2013 18:10	279.7	803	44.12	31.73	2.935	6.616	5.099	277
01/01/2013 18:20	240.8	772.2	40.38	31.12	3.277	7.228	5.722	277
01/01/2013 18:30	194.2	690	36.42	30.7	3.104	6.383	4.904	276
01/01/2013 18:40	160.9	672.5	32.22	30.19	3.013	6.938	5.4	278
01/01/2013 18:50	108.9	515	27.23	29.73	2.963	5.824	4.547	271
01/01/2013 19:00	71.69	391.5	21.85	29.75	3.648	4.142	3.339	280
01/01/2013 19:10	40.53	302.3	15.85	29.33	3.462	4.289	3.368	272
01/01/2013 19:20	15.94	123.6	8.28	28.73	3.06	4.754	3.623	255
01/01/2013 19:30	1.365	0.065	1.419	27.8	2.657	4.817	3.501	255
01/01/2013 19:40	0	0	0	27.08	2.582	4.729	3.476	250
01/01/2013 19:50	0	0.007	0	26.63	2.596	3.875	2.768	244
01/01/2013 20:00	0	0.03	0	25.9	3.018	3.843	3.44	205
01/01/2013 20:10	0	0.011	0	25.69	3.793	4.276	3.656	209
01/01/2013 20:20	0	0.004	0	25.52	3.802	4.374	3.59	222
01/01/2013 20:30	0	0.006	0	25.11	4.058	3.176	2.622	210
01/01/2013 20:40	0	0.035	0	24.42	4.534	2.866	2.552	211
01/01/2013 20:50	0	0.019	0	23.91	5.022	3.436	2.764	152
01/01/2013 21:00	0	0.026	0	23.9	5.068	3.639	3.295	171
01/01/2013 21:10	0	0.043	0	23.47	4.362	4.549	3.955	173
01/01/2013 21:20	0	0.033	0	23.35	3.292	5.009	4.519	173
01/01/2013 21:30	0	0	0	22.99	5.323	4.745	3.526	146
01/01/2013 21:40	0	0.016	0	23.69	7.544	7.334	4.809	104
01/01/2013 21:50	0	0.01	0	23.61	6.136	8.77	7.322	81
01/01/2013 22:00	0	0.001	0	21.91	17.17	8.83	7.539	48
01/01/2013 22:10	0	0.053	0	20.84	23.74	7.489	6.66	24
01/01/2013 22:20	0	0.016	0	20.11	24.87	4.413	3.755	24
01/01/2013 22:30	0	0.009	0	19.42	25.59	4.004	2.802	7
01/01/2013 22:40	0	0	0	18.92	25.91	2.956	1.655	10
01/01/2013 22:50	0	0	0	18.82	26.55	2.088	1.582	79
01/01/2013 23:00	0	0.059	0	18.93	26.74	2.312	1.779	50
01/01/2013 23:10	0	0.024	0	18.39	26.92	2.51	1.76	108
01/01/2013 23:20	0	0.027	0	17.57	28.32	2.291	1.399	110
01/01/2013 23:30	0	0.021	0	17.32	29.15	2.709	1.725	115
01/01/2013 23:40	0	0.027	0	17.45	29.48	2.738	1.834	115
01/01/2013 23:50	0	0.024	0	17.53	29.23	2.706	1.673	104
02/01/2013 00:00	0	0.011	0	17.35	28.83	2.415	1.556	88
02/01/2013 00:10	0	0.048	0	17.02	28.25	2.415	1.309	101
02/01/2013 00:20	0	0.048	0	16.83	25.43	2.558	1.57	112
02/01/2013 00:30	0	0.021	0	16.36	22.78	2.298	1.318	114
02/01/2013 00:40	0	0.02	0	15.43	20.86	1.614	1.41	151
02/01/2013 00:50	0	0.026	0	14.71	22.2	2.094	1.949	155
02/01/2013 01:00	0	0.019	0	14.51	21.64	2.422	2.186	181
02/01/2013 01:10	0	0.051	0	14.89	15.47	2.2	1.935	197
02/01/2013 01:20	0	0.045	0	14.6	14.33	1.916	1.606	199
02/01/2013 01:30	0	0.096	0	14.25	13.42	2.186	2.041	196
02/01/2013 01:40	0	0.041	0	13.64	14.73	2.102	1.959	204
02/01/2013 01:50	0	0.064	0	13.42	15.76	1.439	1.208	210
02/01/2013 02:00	0	0.066	0	12.94	16	2.272	2.064	194
02/01/2013 02:10	0	0.062	0	12.61	16.15	1.922	1.692	199
02/01/2013 02:20	0	0.04	0	12.47	16.46	1.369	1.093	213
02/01/2013 02:30	0	0.092	0	12.14	16.92	1.438	1.212	206
02/01/2013 02:40	0	0.074	0	11.76	17.46	2.429	1.906	197
02/01/2013 02:50	0	0.036	0	11.94	18.6	3.094	2.756	185
02/01/2013 03:00	0	0.069	0	12.42	19.01	1.075	0.889	231
02/01/2013 03:10	0	0.016	0	11.37	19.55	1.007	0.756	188
02/01/2013 03:20	0	0.021	0	11.22	20.77	1.256	0.956	184
02/01/2013 03:30	0	0.034	0	11.64	21	2.614	2.384	190
02/01/2013 03:40	0	0.051	0	11.35	21.47	2.77	2.465	191
02/01/2013 03:50	0	0.049	0	11.58	21.42	2.796	2.426	200
02/01/2013 04:00	0	0.004	0	11.6	21.87	2.838	2.371	200
02/01/2013 04:10	0	0.008	0	11.94	22.84	3.252	2.586	200
02/01/2013 04:20	0	0.017	0	11.86	21.77	2.806	2.311	203
02/01/2013 04:30	0	0.036	0	11.03	21.71	2.768	2.219	195
02/01/2013 04:40	0	0.025	0	11.3	20.78	2.645	2.088	201
02/01/2013 04:50	0	0.045	0	11.37	20.49	2.399	2.07	195
02/01/2013 05:00	0	0.044	0	10.82	21.78	2.569	2.22	183
02/01/2013 05:10	0	0.017	0	10.21	22.5	2.928	2.553	189
02/01/2013 05:20	0	0.027	0	10.12	21.73	3.169	2.826	190
02/01/2013 05:30	0	0.026	0	10.5	21.13	2.628	2.129	200
02/01/2013 05:40	0	0.027	0	10.11	21.79	2.265	1.707	197
02/01/2013 05:50	0	0.019	0	10.05	22.89	2.553	2.065	189
02/01/2013 06:00	0.757	0.041	0.769	9.97	23.18	3.055	2.651	174
02/01/2013 06:10	6.839	0.584	6.59	10.24	23.31	2.684	2.292	175
02/01/2013 06:20	29.22	179.9	15.16	10.56	23.15	2.654	2.351	189
02/01/2013 06:30	64.16	427.4	22.59	11.23	22.44	2.281	1.955	210
02/01/2013 06:40	98.6	532	28.33	10.21	22.76	2.083	1.613	215
02/01/2013 06:50	136.3	611.6	33.69	10.79	22.08	2.242	1.753	216
02/01/2013 07:00	177.4	689.8	37.78	11.81	21.26	1.887	1.46	220
02/01/2013 07:10	218.1	747.1	42.06	12.17	21.09	2.851	2.339	221
02/01/2013 07:20	258.8	787.5	46.81	12.5	20.3	3.688	3.28	210
02/01/2013 07:30	300.3	825	49.98	13.16	19.2	3.482	3.146	202
02/01/2013 07:40	342.1	853	53.16	13.99	18.26	3.601	3.577	198
02/01/2013 07:50	385.9	880	55.53	14.7	17.07	4.207	4.086	194
02/01/2013 08:00	430.3	905	57.19	16.18	15.55	3.516	3.385	191
02/01/2013 08:10	475.2	926	58.98	17.69	14.61	3.444	3.402	187
02/01/2013 08:20	520.2	944	60.89	19.04	14.07	3.141	3.091	186
02/01/2013 08:30	564.2	960	62.5	20.13	13.88	2.077	2.02	195
02/01/2013 08:40	606	973	62.15	20.94	13.26	1.873	1.778	199
02/01/2013 08:50	649.6	986	63.62	21.45	12.67	1.65	1.563	222
02/01/2013 09:00	692.3	997	64.97	22	11.94	1.785	1.627	210
02/01/2013 09:10	734.2	1008	65.78	22.69	11.1	1.572	1.527	204
02/01/2013 09:20	777.1	1018	68.56	23.51	10.24	1.402	1.315	219
02/01/2013 09:30	799.6	986	82.8	24.25	9.45	1.416	1.307	226
02/01/2013 09:40	834	956	109.7	24.89	8.86	1.638	1.498	209
02/01/2013 09:50	861	932	128.7	25.47	8.35	1.463	1.282	242
02/01/2013 10:00	871	917	123.7	26.22	8.03	1.321	1.24	256
02/01/2013 10:10	913	976	92.7	26.55	7.901	0.848	0.802	229
02/01/2013 10:20	942	994	82.5	27.39	7.266	1.504	1.441	252
02/01/2013 10:30	982	1003	90.7	27.61	7.042	1.162	1.168	167
02/01/2013 10:40	1042	1061	77.63	28.71	6.383	1.191	1.165	285
02/01/2013 10:50	1015	1004	81.7	28.73	5.875	0.978	1.066	359
02/01/2013 11:00	1095	1072	79	29.68	5.532	1.604	1.542	358
02/01/2013 11:10	1115	1074	77.92	30.46	5.016	1.715	1.513	324
02/01/2013 11:20	1131	1079	73.37	30.94	4.578	1.634	1.518	315
02/01/2013 11:30	1146	1082	71.19	30.97	4.561	2.117	1.89	347
02/01/2013 11:40	1160	1084	69.52	31.15	4.603	1.616	1.45	276
02/01/2013 11:50	1174	1089	67.04	32.48	4.482	1.731	1.499	281
02/01/2013 12:00	1185	1091	67.43	32.64	4.847	2.27	2.041	260
02/01/2013 12:10	1193	1089	68.51	32.25	5.311	1.389	1.323	222
02/01/2013 12:20	1199	1091	67.13	32.59	5.149	1.903	1.701	246
02/01/2013 12:30	1204	1090	67.92	32.39	5.143	1.499	1.562	172
02/01/2013 12:40	1209	1094	65.81	33.82	4.731	2.7	2.449	323
02/01/2013 12:50	1210	1094	65.67	33.24	4.57	2.165	2.001	20
02/01/2013 13:00	1203	1086	67.16	33.98	4.117	2.665	2.309	351
02/01/2013 13:10	1207	1095	65.48	34.47	3.219	1.921	1.799	278
02/01/2013 13:20	1200	1094	64.59	34.77	2.29	2.07	1.784	260
02/01/2013 13:30	1188	1088	66.5	34.85	2.676	2.164	1.971	287
02/01/2013 13:40	1176	1082	68.1	34.47	2.994	2.323	2.243	8
02/01/2013 13:50	1162	1078	69.28	36.17	2.716	2.466	2.13	288
02/01/2013 14:00	1150	1078	69.3	35	3.219	2.273	2.043	235
02/01/2013 14:10	1129	1069	70.59	35.31	3.125	2.04	1.982	199
02/01/2013 14:20	1112	1068	70.58	35.8	3.003	2.429	2.143	353
02/01/2013 14:30	1091	1062	72.15	36.7	2.792	2.625	2.202	291
02/01/2013 14:40	1071	1060	72.44	37.23	2.83	2.802	2.618	290
02/01/2013 14:50	1046	1054	73.22	36.33	2.98	2.995	2.83	318
02/01/2013 15:00	1015	1043	73.91	36.96	2.906	2.796	2.525	326
02/01/2013 15:10	987	1035	75.41	37.24	2.705	4.33	3.831	336
02/01/2013 15:20	960	1034	74.91	36.13	3.005	6.029	5.333	11
02/01/2013 15:30	933	1035	73.23	36.36	2.918	3.48	2.893	13
02/01/2013 15:40	899	1026	73.41	37.04	2.437	4.393	3.944	320
02/01/2013 15:50	864	1022	70.09	37.5	1.99	3.334	2.844	295
02/01/2013 16:00	828	1017	68.53	36.89	2.133	4.099	3.421	286
02/01/2013 16:10	788.9	1006	67.94	37.26	2.195	4.18	3.762	297
02/01/2013 16:20	749.5	998	66.75	36.77	2.455	4.534	3.918	281
02/01/2013 16:30	707.1	985	66.25	36.5	2.681	5.856	4.919	290
02/01/2013 16:40	664.8	973	65.33	36.24	2.808	5.261	4.327	281
02/01/2013 16:50	624.5	964	63.95	35.57	3.035	5.19	4.216	264
02/01/2013 17:00	582.5	954	62.05	35.75	2.904	4.661	3.872	277
02/01/2013 17:10	538	939	60.08	35.7	2.858	3.573	3.167	295
02/01/2013 17:20	492.8	921	57.67	35.29	2.943	3.327	2.894	272
02/01/2013 17:30	450	907	55.07	35.33	2.895	4.021	3.436	297
02/01/2013 17:40	405.5	888	52.04	34.81	3.026	3.019	2.543	281
02/01/2013 17:50	362.2	868	49.24	34.78	3.082	2.976	2.458	279
02/01/2013 18:00	319.1	838	46.56	34.59	3.305	3.517	2.96	284
02/01/2013 18:10	275.7	803	43.35	33.94	3.434	2.913	2.245	272
02/01/2013 18:20	236.8	770.3	39.89	33.27	3.389	3.238	2.475	266
02/01/2013 18:30	184.5	655	36.58	32.94	3.343	3.193	2.524	262
02/01/2013 18:40	159.4	676.2	32.4	32.29	3.364	4.432	3.399	265
02/01/2013 18:50	108.5	517.4	28.24	31.34	3.615	6.068	4.619	256
02/01/2013 19:00	74.1	410.9	22.94	30.61	3.633	5.561	4.125	258
02/01/2013 19:10	39.05	307.7	15.43	30.05	3.825	4.449	3.584	232
02/01/2013 19:20	16.46	137.1	8.28	29.27	4.236	4.277	3.731	219
02/01/2013 19:30	1.688	0.009	1.622	28.49	5.151	3.603	3.125	215
02/01/2013 19:40	0	0.022	0	27.63	6.717	3.379	2.91	208
02/01/2013 19:50	0	0.023	0	26.96	7.998	3.861	3.479	197
02/01/2013 20:00	0	0.02	0	26.5	8.03	5.501	5.177	189
02/01/2013 20:10	0	0	0	25.97	9.47	5.382	5.073	189
02/01/2013 20:20	0	0.015	0	25.41	11.94	5.472	5.067	194
02/01/2013 20:30	0	0.022	0	25.07	13.34	5.182	4.815	196
02/01/2013 20:40	0	0.002	0	24.56	14.28	5.081	4.52	198
02/01/2013 20:50	0	0.037	0	24.07	15.03	4.923	4.524	195
02/01/2013 21:00	0	0.024	0	23.7	15.61	3.642	2.989	205
02/01/2013 21:10	0	0.068	0	23.12	16.25	3.72	2.888	144
02/01/2013 21:20	0	0.066	0	22.42	17.16	4.115	2.666	120
02/01/2013 21:30	0	0.073	0	22.65	17.48	4.444	3.389	145
02/01/2013 21:40	0	0.004	0	22.46	16.83	4.664	3.519	148
02/01/2013 21:50	0	0.014	0	22.3	15.16	3.2	2.067	135
02/01/2013 22:00	0	0.019	0	21.99	13.14	3.107	2.239	154
02/01/2013 22:10	0	0.032	0	21.55	13.14	3.486	3.019	173
02/01/2013 22:20	0	0.036	0	20.99	13.71	3.035	2.557	178
02/01/2013 22:30	0	0.031	0	20.82	14.01	3.941	3.528	187
02/01/2013 22:40	0	0.001	0	20.35	14.45	4.805	4.392	187
02/01/2013 22:50	0	0.018	0	19.82	15.15	5.249	4.635	191
02/01/2013 23:00	0	0.006	0	20.08	15.02	5.603	5.035	195
02/01/2013 23:10	0	0.004	0	19.36	15.66	5.749	5.224	195
02/01/2013 23:20	0	0.031	0	19.18	16.31	5.581	5.043	194
02/01/2013 23:30	0	0.056	0	19.51	16.67	5.017	4.455	200
02/01/2013 23:40	0	0.039	0	19.07	17.13	4.706	3.982	201
02/01/2013 23:50	0	0.024	0	18.71	17.28	3.299	2.782	206
03/01/2013 00:00	0	0.036	0	16.68	18.52	2.408	1.94	228
03/01/2013 00:10	0	0	0	15.68	19.84	2.356	1.837	208
03/01/2013 00:20	0	0.017	0	15.66	20.08	1.697	1.225	147
03/01/2013 00:30	0	0.007	0	15.37	20.47	1.346	1.048	191
03/01/2013 00:40	0	0.023	0	15.35	20.68	1.759	1.488	215
03/01/2013 00:50	0	0.024	0	14.61	21.11	2.501	1.968	204
03/01/2013 01:00	0	0.016	0	14.53	20.6	3.043	2.601	202
03/01/2013 01:10	0	0.05	0	14.24	20.26	2.545	2.018	207
03/01/2013 01:20	0	0.016	0	13.84	20.53	2.061	1.583	211
03/01/2013 01:30	0	0.009	0	13.69	20.91	1.575	1.23	173
03/01/2013 01:40	0	0.034	0	13.53	21.17	1.005	0.804	194
03/01/2013 01:50	0	0.009	0	13.11	21.38	0.425	0.304	178
03/01/2013 02:00	0	0.034	0	12.93	21.68	1.423	0.859	131
03/01/2013 02:10	0	0.007	0	12.84	21.92	1.913	1.522	159
03/01/2013 02:20	0	0.007	0	12.9	21.29	2.679	2.023	160
03/01/2013 02:30	0	0.026	0	12.95	20.32	3.139	2.706	170
03/01/2013 02:40	0	0.029	0	12.7	19.77	3.146	2.835	185
03/01/2013 02:50	0	0.026	0	12.55	19.63	3.303	2.787	193
03/01/2013 03:00	0	0.021	0	12.48	19.27	2.373	2.061	205
03/01/2013 03:10	0	0.028	0	12.23	19.01	2.274	1.884	204
03/01/2013 03:20	0	0.018	0	11.71	19.59	2.311	1.859	210
03/01/2013 03:30	0	0.014	0	11.3	19.71	1.969	1.574	201
03/01/2013 03:40	0	0.052	0	11.11	19.36	1.706	1.412	209
03/01/2013 03:50	0	0.065	0	11.24	19.77	2.932	2.319	210
03/01/2013 04:00	0	0.015	0	11.15	19.9	2.338	1.854	203
03/01/2013 04:10	0	0.026	0	11.12	19.64	2.09	1.659	195
03/01/2013 04:20	0	0.043	0	11.14	19.43	2.341	1.869	194
03/01/2013 04:30	0	0.026	0	11.23	19.3	2.531	2.114	189
03/01/2013 04:40	0	0.041	0	11.54	20.05	2.564	2.127	192
03/01/2013 04:50	0	0.037	0	11.27	21.7	2.785	2.264	183
03/01/2013 05:00	0	0.045	0	12	21.95	4.713	4.193	189
03/01/2013 05:10	0	0.078	0	11.49	21.91	4.547	4.023	188
03/01/2013 05:20	0	0.085	0	11.3	22.27	4.887	3.979	175
03/01/2013 05:30	0	0.022	0	10.85	21.06	4.671	3.962	180
03/01/2013 05:40	0	0.036	0	9.42	22.75	3.671	3.293	186
03/01/2013 05:50	0	0.009	0	9.54	23.86	2.857	2.52	189
03/01/2013 06:00	0.574	0.049	0.565	9.29	23.9	2.781	2.511	193
03/01/2013 06:10	8	0.75	8.09	9.93	21.77	2.75	2.544	195
03/01/2013 06:20	20.01	55.99	16.04	9.93	21.39	2.339	2.04	197
03/01/2013 06:30	34.23	116.3	22.73	9.5	21.62	2.719	2.527	194
03/01/2013 06:40	81.2	356.6	33.7	9.41	22.15	2.219	2.058	190
03/01/2013 06:50	117.7	467.6	40.06	10.04	21.52	3.147	2.787	187
03/01/2013 07:00	158.6	566	45.6	10.32	19.72	3.603	3.432	185
03/01/2013 07:10	211.8	687.3	51.89	11.24	18.12	3.3	3.202	181
03/01/2013 07:20	254.3	740.1	57.36	12.09	17.19	2.905	2.857	185
03/01/2013 07:30	295.7	771.7	64.22	13.05	16.16	2.843	2.791	192
03/01/2013 07:40	337.1	803	67.92	14.33	15.33	2.843	2.772	187
03/01/2013 07:50	382.7	835	72.47	15.6	14.24	2.699	2.703	182
03/01/2013 08:00	431.7	862	79.18	16.68	13.62	2.916	2.821	188
03/01/2013 08:10	469.6	853	88.9	17.4	14.24	2.694	2.571	199
03/01/2013 08:20	489.3	805	99.7	18.05	14.61	2.282	2.181	198
03/01/2013 08:30	521.4	777.2	116.3	18.53	15.24	2.221	2.164	196
03/01/2013 08:40	547.7	801	100	19.24	15.59	1.859	1.743	217
03/01/2013 08:50	639.2	916	95.4	19.83	15.19	1.754	1.632	230
03/01/2013 09:00	693	946	98	20.84	13.78	1.891	1.769	220
03/01/2013 09:10	734.2	919	125.7	21.64	10.78	2.676	2.514	212
03/01/2013 09:20	767.5	889	149.1	22.37	9.74	2.391	2.311	207
03/01/2013 09:30	825	919	157.7	22.99	9.43	2.476	2.207	218
03/01/2013 09:40	836	911	147.4	23.92	9.27	2.138	2.025	200
03/01/2013 09:50	895	948	150.7	24.58	9.22	2.221	2.087	191
03/01/2013 10:00	938	963	156.5	25.4	8.84	1.751	1.715	198
03/01/2013 10:10	939	929	159.4	26.2	8.25	1.963	1.705	201
03/01/2013 10:20	987	989	134.4	27.11	7.563	2.016	1.849	201
03/01/2013 10:30	1021	935	191.7	27.71	7.154	1.826	1.697	192
03/01/2013 10:40	829	529.9	346.2	28.25	6.783	1.641	1.633	191
03/01/2013 10:50	1055	870	247.4	28.97	6.398	1.919	1.781	219
03/01/2013 11:00	1108	1034	130.8	29.57	6.055	1.469	1.357	259
03/01/2013 11:10	1133	1059	113.2	30.92	5.406	1.149	1.162	306
03/01/2013 11:20	1069	874	211.6	30.93	5.32	1.277	1.309	271
03/01/2013 11:30	1091	927	169.2	31.42	5.131	1.481	1.368	345
03/01/2013 11:40	1174	1069	100.1	32.36	4.751	1.159	1.111	254
03/01/2013 11:50	1192	1068	107.4	32.33	4.748	1.575	1.593	206
03/01/2013 12:00	1233	1048	158.9	33.18	4.44	1.742	1.53	4
03/01/2013 12:10	1056	766	264.6	32.48	4.602	2.236	1.971	87
03/01/2013 12:20	1161	858	269.6	33.38	4.259	1.77	1.628	189
03/01/2013 12:30	1077	729.5	314.3	34.1	3.914	1.341	1.379	341
03/01/2013 12:40	1111	766.5	304.4	33.3	3.994	2.443	2.284	37
03/01/2013 12:50	1207	951	209.3	33.94	3.734	2.019	1.629	77
